Data extracted on 09/09/2024 14:35:22 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Total,,
Age class,,From 45 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),48.1,26.8,11.9,13.1
Belgium,41.9,21.7,18.3,18
Bulgaria,63.6,19.2,10.5,6.7
Czechia,36,32,15.2,16.7
Denmark,29.6,33.2,16.9,20.3
Germany,:,:,:,:
Estonia,27.7,35,18.1,19.1
Ireland,33.3,26.9,13.3,26.5
Greece,55.2,32.8,8,4
Spain,45.3,34.6,10.8,9.3
France,40.3,28.2,13.6,17.9
Croatia,60.8,21,10.9,7.3
Italy,62.2,16.9,9.4,11.5
Cyprus,65.1,22.1,7.2,5.5
Latvia,49.5,20.6,16.2,13.8
Lithuania,50.9,25.9,13.2,10
Luxembourg,29.5,35.2,14.8,20.5
Hungary,49.1,30.1,10.7,10
Malta,56,27,8.8,8.2
Netherlands,32.7,30.1,20.1,17.1
Austria,37.8,31.8,13,17.4
Poland,46,24.7,12.9,16.3
Portugal,58.8,28.8,8,4.4
Romania,75,17.5,4.9,2.6
Slovenia,41.4,27.2,14.5,17
Slovakia,52.4,30.4,10.2,7
Finland,25.7,29.7,18.2,26.4
Sweden,26.5,32,17.6,23.9
Norway,30.4,30.5,17.3,21.7
Switzerland,20.8,31.2,17.5,30.5
Montenegro,71,19.2,5.5,4.3
Serbia,69.1,20,7.5,3.4
Türkiye,76.8,14.1,4.5,4.5
,,,,
Special value,,,,
:,not available,,,
