Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,75 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),56.4,23.2,9.4,11
Belgium,44.5,21.5,15.6,18.4
Bulgaria,78.7,12.1,4,5.2
Czechia,53.9,26.8,9,10.2
Denmark,43.8,31.5,12,12.7
Germany,:,:,:,:
Estonia,49.2,26.7,11.6,12.6
Ireland,42.8,32.6,6.2,18.4
Greece,66.6,24.5,6.4,2.5
Spain,44.8,34.5,8.1,12.5
France,49.6,23.1,10.2,17
Croatia,76.9,13.2,6.4,3.6
Italy,63.7,17.4,7.8,11.1
Cyprus,60.6,26.3,4.8,8.2
Latvia,59.5,13.3,10.2,17
Lithuania,67.6,19.2,6,7.1
Luxembourg,30.4,38.1,20.8,10.7
Hungary,64.2,24.9,5.3,5.6
Malta,31.5,32.7,12.8,22.9
Netherlands,37,25.7,20.3,16.9
Austria,52.2,28,10.9,8.8
Poland,67.5,16.4,7.2,8.9
Portugal,46.4,33.1,13.9,6.7
Romania,85.7,11.8,2.2,0.3
Slovenia,55.3,26,8,10.8
Slovakia,72.9,16.8,7.5,2.8
Finland,47.3,26.7,7.2,18.8
Sweden,33.3,28.9,18.8,19
Norway,34.9,33.6,15.7,15.7
Switzerland,37.4,34.2,14.1,14.3
Montenegro,76.1,17.8,3,3.1
Serbia,85.8,8.1,0.7,5.4
Türkiye,64,32.7,0,3.2
,,,,
Special value,,,,
:,not available,,,
