Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 16 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),32,33.3,17.7,17
Belgium,27.8,28.3,24.1,19.8
Bulgaria,33.9,29.3,23.8,12.9
Czechia,21.1,36,17.9,25
Denmark,24.7,44.7,17.1,13.6
Germany,:,:,:,:
Estonia,10.9,45.9,19.9,23.3
Ireland,29.5,34.4,12.7,23.4
Greece,32.6,44.2,13.9,9.4
Spain,24.2,46.7,16.6,12.4
France,28.1,33.6,19.7,18.6
Croatia,29.2,30.7,20.4,19.8
Italy,49.4,17.4,16.8,16.4
Cyprus,70.4,20.4,5,4.2
Latvia,31.3,25.2,22.7,20.7
Lithuania,23.5,33.9,30.9,11.6
Luxembourg,16.1,59.7,9.2,15
Hungary,32,36.4,18,13.6
Malta,35.4,40,12.5,12.1
Netherlands,37.6,27.7,16.6,18.1
Austria,25.2,35.1,19.4,20.3
Poland,20.8,27.3,21.9,30
Portugal,41.3,42.3,12.2,4.2
Romania,36.4,34.1,19.6,9.9
Slovenia,19.2,30.7,24.6,25.4
Slovakia,30.5,36.9,14.9,17.8
Finland,23.4,40.4,18.4,17.7
Sweden,26.1,45.6,13,15.4
Norway,26.8,50.7,8.9,13.6
Switzerland,15.6,37.4,22.8,24.1
Montenegro,39.3,27.2,22.7,10.8
Serbia,29.9,41.8,19.7,8.6
Türkiye,38.5,28.6,15.5,17.4
,,,,
Special value,,,,
:,not available,,,
