Data extracted on 09/09/2024 14:35:23 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Males,,
Age class,,From 75 to 84 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),58.5,20.9,9.5,11
Belgium,47,18.5,12.8,21.6
Bulgaria,75.9,13.2,5.6,5.3
Czechia,46.9,27.4,11.1,14.6
Denmark,36.1,33.2,13.3,17.3
Germany,:,:,:,:
Estonia,40.6,27.9,12.2,19.3
Ireland,46.8,22.2,8.6,22.4
Greece,73.3,19.6,4.5,2.7
Spain,62.6,21.5,8.8,7
France,47.7,23.2,11.1,17.9
Croatia,73.6,15.1,7.2,4
Italy,77.5,10.9,5.2,6.5
Cyprus,70.8,19.8,3.5,6
Latvia,57.7,17.7,10.2,14.3
Lithuania,65.6,17.6,7,9.8
Luxembourg,22.6,44.5,15.3,17.6
Hungary,56.4,25.5,9.6,8.5
Malta,62.9,21.5,5.5,10.1
Netherlands,39.7,24.2,21.2,15
Austria,43.1,32,13.4,11.5
Poland,65.6,14.7,7.9,11.8
Portugal,68.1,21.8,4.8,5.4
Romania,85.3,10.4,3.1,1.2
Slovenia,48,26.6,11.3,14.2
Slovakia,69.6,17.8,8.8,3.8
Finland,41.8,32.5,10.1,15.7
Sweden,35.9,27.7,18,18.4
Norway,31.9,35.1,13.8,19.2
Switzerland,29.1,31.1,14.2,25.6
Montenegro,75.1,15.1,5.9,3.9
Serbia,82.5,10.6,3,3.9
Türkiye,86.2,8.7,2.1,3
,,,,
Special value,,,,
:,not available,,,
