Data extracted on 09/09/2024 14:35:23 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Females,,
Age class,,From 16 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),29.9,33.9,18.4,17.8
Belgium,26.2,27.6,25.8,20.4
Bulgaria,41.3,26.9,21,10.8
Czechia,19.2,33,22.7,25.1
Denmark,20.7,44.4,20.7,14.2
Germany,:,:,:,:
Estonia,13,38.9,24.2,23.9
Ireland,24.8,30.3,12.5,32.5
Greece,30.8,44.6,14.7,10
Spain,25.9,45.3,16.7,12.1
France,24.3,34.8,19.1,21.7
Croatia,22.2,32.1,23.8,21.9
Italy,49.7,19.2,15.1,16
Cyprus,65.7,23.8,7.7,2.8
Latvia,27.1,28.8,24.1,20
Lithuania,19.2,38.1,29.5,13.2
Luxembourg,17.9,54.9,10.7,16.4
Hungary,33.2,34.6,18.4,13.7
Malta,36.4,38.3,12.2,13
Netherlands,31.6,30,19,19.4
Austria,21.1,38.4,20.7,19.9
Poland,15.9,27.3,25.7,31.1
Portugal,33.1,43.6,14.6,8.7
Romania,37.7,33.5,18.9,9.9
Slovenia,17.5,35.2,21.9,25.4
Slovakia,25.6,35.9,22.3,16.2
Finland,19.7,40.7,21,18.6
Sweden,24,44.3,16,15.8
Norway,22.9,45.4,16.9,14.8
Switzerland,13.2,36.9,23.4,26.5
Montenegro,34.3,30.3,22.3,13.1
Serbia,26.9,42.1,21.7,9.3
Türkiye,43.9,24.9,13.7,17.6
,,,,
Special value,,,,
:,not available,,,
