Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,From 35 to 44 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),65.8,22.2,6.5,5.4
Belgium,61.1,20.9,10.5,7.5
Bulgaria,80.3,14.3,1.8,3.6
Czechia,66.1,22.4,7,4.5
Denmark,48.9,31.3,8.7,11.1
Germany,:,:,:,:
Estonia,50.6,34,8.4,7
Ireland,59.2,24.1,8.2,8.6
Greece,69.2,24.1,5.2,1.5
Spain,58.8,31.5,4.8,4.9
France,60.5,25.9,6.7,6.9
Croatia,78.2,15.8,4.2,1.8
Italy,75,14.2,5,5.8
Cyprus,85.6,10.9,1.8,1.7
Latvia,77.4,12.8,5.4,4.4
Lithuania,75.5,20.4,1.1,3
Luxembourg,28.3,61.5,4.9,5.3
Hungary,69.4,22.2,4.2,4.2
Malta,69,22.6,1.5,6.9
Netherlands,48.4,26.4,20.5,4.6
Austria,56.2,28.4,8.5,6.9
Poland,71.3,19.2,5,4.5
Portugal,65.8,26.2,4.3,3.6
Romania,85.3,12.4,1.8,0.5
Slovenia,56.3,29.6,9.1,5
Slovakia,76.8,17.7,3.2,2.3
Finland,42.5,30,13.1,14.4
Sweden,40.1,26.6,14.8,18.5
Norway,47.9,28,12.9,11.3
Switzerland,34.3,38.5,13.5,13.6
Montenegro,85.7,10.3,1.1,2.9
Serbia,86,10.8,2.7,0.6
Türkiye,77,15.5,3,4.5
,,,,
Special value,,,,
:,not available,,,
