Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 65 to 74 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),67.8,18.1,6.3,7.8
Belgium,61.3,19.9,6.9,11.9
Bulgaria,89.9,8.4,1.1,0.5
Czechia,42.9,29.1,14.4,13.5
Denmark,36.3,32.4,10.4,20.9
Germany,:,:,:,:
Estonia,57.3,26.1,7.2,9.4
Ireland,51.8,23.1,6.7,18.3
Greece,79.2,16.2,2.6,1.9
Spain,66.4,23.4,5.7,4.5
France,51.2,22.7,10.1,16
Croatia,83.6,12.4,1.7,2.3
Italy,81.2,11.1,3.6,4.2
Cyprus,75.2,18.2,4.3,2.4
Latvia,64.6,15.4,8.4,11.6
Lithuania,69.5,17.7,7.7,5.2
Luxembourg,43.7,31.1,11.9,13.3
Hungary,75.7,17.2,3.5,3.7
Malta,69.1,18.6,6,6.3
Netherlands,47.2,18.7,18,16.2
Austria,58.3,25.6,9.2,6.8
Poland,77.1,11.1,4.9,6.8
Portugal,73.7,20.8,3.7,1.8
Romania,90.5,7.7,1.3,0.5
Slovenia,65.3,18.7,5.5,10.5
Slovakia,73.3,18.8,2.9,5
Finland,51.6,21.9,6.8,19.7
Sweden,46.8,23.1,13.1,17
Norway,52.3,16.4,10.8,20.5
Switzerland,38.6,28.7,8.8,23.9
Montenegro,93.1,5.8,0.6,0.5
Serbia,91.9,6.1,1.4,0.7
Türkiye,91.3,6.9,0.9,1
,,,,
Special value,,,,
:,not available,,,
