Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Males,,
Age class,,65 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),76.5,14,4.6,4.9
Belgium,70.8,17,3.6,8.7
Bulgaria,90.2,7,2.5,0.3
Czechia,71.2,20,5,3.7
Denmark,50.8,28.1,10.1,11
Germany,:,:,:,:
Estonia,63,24.4,5.9,6.6
Ireland,66.5,20,5.4,8.1
Greece,86.3,10.8,1.7,1.3
Spain,75.8,16.7,4.6,2.8
France,59.8,20.9,7.9,11.5
Croatia,94.7,4.1,0.6,0.7
Italy,87.9,7,2.2,2.9
Cyprus,88.8,8.8,1.1,1.3
Latvia,77.5,10.1,7.1,5.3
Lithuania,86,11.1,1,2
Luxembourg,52.7,40.4,2.4,4.4
Hungary,88.8,8.4,1.3,1.5
Malta,75.4,16,4.6,3.9
Netherlands,59,16.3,16.1,8.6
Austria,67.3,21.7,9.5,1.5
Poland,90,5.7,2.7,1.6
Portugal,77.5,18,2.3,2.2
Romania,93,5.2,1.4,0.4
Slovenia,80.6,12.7,2.1,4.6
Slovakia,93.4,5.9,0.8,0
Finland,55.8,24.3,7.6,12.2
Sweden,57.6,24.1,10.7,7.6
Norway,56.5,28.4,4.5,10.7
Switzerland,50.9,18.1,9.4,21.6
Montenegro,94,5.5,0.1,0.4
Serbia,96.8,3,0.1,0
Türkiye,91.1,6.5,1.1,1.4
,,,,
Special value,,,,
:,not available,,,
