Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,16 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),67.6,19.1,6.7,6.6
Belgium,61.2,18.7,9.8,10.3
Bulgaria,89.6,6.9,2.3,1.2
Czechia,44.5,28.4,14.1,13
Denmark,44,31.2,10.1,14.6
Germany,:,:,:,:
Estonia,48.9,27.8,11,12.3
Ireland,52.1,23,7.7,17.2
Greece,78.1,17,2.9,2.1
Spain,66,24.3,5.6,4.1
France,53.4,24.9,9.7,12.1
Croatia,76.9,13,6.6,3.6
Italy,81.4,10.6,4,4
Cyprus,83.5,11.7,3.1,1.7
Latvia,66.3,16.9,9.7,7.1
Lithuania,62.3,18.8,13.7,5.3
Luxembourg,46.9,34.9,8.1,10.1
Hungary,72,18.3,6.6,3.1
Malta,72.6,18.7,4.4,4.3
Netherlands,50.5,21,15,13.5
Austria,53.3,30.3,9.8,6.6
Poland,64.1,14.9,10.4,10.6
Portugal,75.8,19.1,3.3,1.8
Romania,85,9.7,3.6,1.7
Slovenia,60.4,22.1,8.1,9.3
Slovakia,68.6,18.9,6.8,5.8
Finland,45.3,27.8,11,15.8
Sweden,43.8,29.7,12.4,14.1
Norway,40.2,32.4,11.4,16.1
Switzerland,33,33.4,16.3,17.3
Montenegro,76.9,13.6,5.4,4.1
Serbia,84.7,9.8,4.6,0.8
Türkiye,84.9,10.5,2.3,2.3
,,,,
Special value,,,,
:,not available,,,
