Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 55 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),70.6,18.5,5.7,5.2
Belgium,60.2,18.1,9.5,12.2
Bulgaria,93.5,4.2,1.2,1.1
Czechia,52.1,27,9.2,11.6
Denmark,45,29,9.9,16.2
Germany,:,:,:,:
Estonia,65.9,26.6,2.4,5.1
Ireland,52.3,22.3,7.3,18.1
Greece,76.4,18.1,3.6,1.9
Spain,65.4,25.5,5.1,4.1
France,60.4,22.7,8.7,8.2
Croatia,86.9,10.8,1.5,0.8
Italy,81.4,10.6,4.6,3.4
Cyprus,82.6,12.1,3.9,1.4
Latvia,77.8,15.6,2.6,3.9
Lithuania,59.5,10.1,27.3,3.1
Luxembourg,44,39,8,9
Hungary,81,14.8,2.1,2.1
Malta,72.5,20.2,3.7,3.6
Netherlands,52,22.6,14.3,11.1
Austria,58.4,27.3,8.6,5.7
Poland,78.1,13.4,3.1,5.4
Portugal,77.8,17.2,3.5,1.5
Romania,93.3,6.2,0.3,0.2
Slovenia,71.3,18.1,3.9,6.6
Slovakia,88.9,6.4,4.4,0.2
Finland,54.9,24.1,9.2,11.8
Sweden,47.9,31.2,5.6,15.3
Norway,42.3,24.7,8.8,24.2
Switzerland,44.4,36,11.2,8.3
Montenegro,94.1,4.8,0.7,0.4
Serbia,93.9,5,0.8,0.3
Türkiye,89.6,8.4,1.2,0.8
,,,,
Special value,,,,
:,not available,,,
