Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,From 25 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),62.1,24,8,6
Belgium,63.4,22.4,9.7,4.5
Bulgaria,63.4,20.1,12.2,4.4
Czechia,57.4,28.5,7.2,7
Denmark,40.2,37.9,18.7,3.2
Germany,:,:,:,:
Estonia,28,48.7,15.1,8.3
Ireland,73.2,16.4,5.5,4.9
Greece,58.2,32.9,5.3,3.6
Spain,47,37.2,9.2,6.5
France,66.2,17.5,8.9,7.3
Croatia,72.5,17.7,7.4,2.4
Italy,72.1,13.6,7.4,6.9
Cyprus,77.6,16.4,1.9,4.1
Latvia,60.7,25.6,11,2.6
Lithuania,80.2,12.1,1.7,6
Luxembourg,35.8,43.7,10.5,10
Hungary,66.5,24.1,6.8,2.6
Malta,67.1,20.1,7.7,5.1
Netherlands,58.6,32,6.7,2.7
Austria,48.1,34,13.2,4.6
Poland,66.4,22.7,4.9,6
Portugal,60.7,31.6,5.4,2.2
Romania,75.7,17.2,3.3,3.8
Slovenia,53,33.1,7.6,6.3
Slovakia,78.8,14.4,3.3,3.6
Finland,44.4,30.6,19.2,5.8
Sweden,40.3,31.1,16.8,11.8
Norway,37.7,35.3,11.6,15.4
Switzerland,23.3,38.9,17.1,20.6
Montenegro,72.6,12.2,5.2,10
Serbia,76.5,14.5,8,0.9
Türkiye,70.2,18.9,5.4,5.6
,,,,
Special value,,,,
:,not available,,,
