Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 65 to 74 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),62.5,20.2,7.7,9.6
Belgium,55.7,20.4,9.4,14.5
Bulgaria,87.9,10.1,1.1,0.9
Czechia,36,30.3,17.4,16.2
Denmark,23.6,35.7,12.2,28.4
Germany,:,:,:,:
Estonia,52.4,25.7,8.9,13
Ireland,37.5,25.2,9.2,28.1
Greece,74.6,19.6,3.5,2.3
Spain,60.6,26.8,6.8,5.7
France,44.2,23.6,12.7,19.5
Croatia,78.4,16.5,2.4,2.7
Italy,78.2,13.1,4.6,4.1
Cyprus,65.7,24.6,6.6,3.1
Latvia,55.5,20,7.3,17.2
Lithuania,61.9,18,12,8.1
Luxembourg,29.4,33.3,19,18.4
Hungary,68.9,21.9,4.5,4.7
Malta,61,22.3,7.5,9.2
Netherlands,39.7,20.8,19.4,20.1
Austria,52.9,28.1,9.9,9
Poland,68.8,15,6.2,9.9
Portugal,69.3,23.8,5.1,1.8
Romania,90.1,8,1.4,0.6
Slovenia,57.6,22.2,7.4,12.8
Slovakia,67.7,22.1,3.8,6.4
Finland,43.5,22.7,7.7,26
Sweden,34,20.1,15.8,30.1
Norway,45.1,8,14.6,32.3
Switzerland,30.2,36.4,8.1,25.2
Montenegro,93.5,4.9,0.8,0.7
Serbia,89.1,7.8,2,1
Türkiye,92,6.9,0.6,0.6
,,,,
Special value,,,,
:,not available,,,
