Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 35 to 44 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),44.9,31.7,12,11.3
Belgium,44.8,25.3,14.5,15.5
Bulgaria,58.6,25.9,9,6.5
Czechia,29.3,39.1,17.1,14.5
Denmark,28.8,34.8,18.5,17.8
Germany,:,:,:,:
Estonia,30.7,38.8,12.5,17.9
Ireland,28,35.1,7,29.9
Greece,52.5,36.5,7.2,3.9
Spain,42.5,44.3,7.6,5.5
France,36.1,34.3,15.8,13.9
Croatia,49.2,26.5,17.3,7.1
Italy,62.8,19,8.6,9.7
Cyprus,68.7,19.9,6.1,5.3
Latvia,47.4,25.7,13.8,13
Lithuania,46.6,37.8,8.7,7
Luxembourg,29.8,52.3,5.7,12.2
Hungary,47.2,36.2,9,7.7
Malta,40,38.7,12.8,8.5
Netherlands,34.5,29.6,16.2,19.7
Austria,31.1,33.1,17.8,18
Poland,44.7,26.5,14.4,14.5
Portugal,50.1,40.3,7.7,1.9
Romania,64.9,28.5,6.1,0.6
Slovenia,34.7,27.8,15.2,22.3
Slovakia,40.4,40.1,14,5.5
Finland,31.6,30.8,14.5,23.1
Sweden,25.8,40.9,15.6,17.7
Norway,24.6,35.5,14.4,25.5
Switzerland,18.3,42.8,17.7,21.1
Montenegro,65.6,18.4,8.2,7.8
Serbia,58.3,30.3,7.4,4
Türkiye,51.2,27.6,11.1,10
,,,,
Special value,,,,
:,not available,,,
