Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 30 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),55.1,26.7,9.2,9
Belgium,54.9,21.9,12.8,10.3
Bulgaria,71.1,18,5.8,5.2
Czechia,44.9,31.7,12,11.4
Denmark,38.4,33.8,13.1,14.7
Germany,:,:,:,:
Estonia,37.2,37.1,13.6,12.1
Ireland,43.8,28,9.7,18.5
Greece,59.8,31.6,5.6,3
Spain,47.2,38.4,8,6.3
France,50.9,28.3,10.2,10.6
Croatia,66.7,20.4,8.5,4.5
Italy,64.9,18.2,7.6,9.2
Cyprus,77.1,16.6,3.7,2.6
Latvia,63.2,17.4,10.8,8.6
Lithuania,63.5,24.8,6.7,4.9
Luxembourg,33.9,45.4,7.8,12.9
Hungary,57.2,28.9,7.5,6.5
Malta,51.5,32.7,8,7.8
Netherlands,42.2,28.1,16.6,13
Austria,42.5,32.9,12.1,12.5
Poland,57.7,22.9,9.5,9.9
Portugal,55.4,35,6.6,3.1
Romania,79.1,16.7,3.6,0.6
Slovenia,50.8,27.1,10.8,11.3
Slovakia,59.4,27.2,8.9,4.6
Finland,33.5,31.9,14.4,20.3
Sweden,32.5,32.6,14.1,20.8
Norway,39.6,28.8,14.4,17.3
Switzerland,25,38.7,15.7,20.6
Montenegro,75.7,15.6,4.2,4.5
Serbia,73.2,20,5,1.8
Türkiye,67.7,20.1,5.9,6.3
,,,,
Special value,,,,
:,not available,,,
