Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 20 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),73.1,17.7,4.8,4.4
Belgium,66.5,17,8.5,7.9
Bulgaria,95.3,3.1,0.9,0.7
Czechia,61.2,22.2,6.9,9.6
Denmark,51,28.9,9.1,11
Germany,:,:,:,:
Estonia,59,26.7,6.3,8
Ireland,60.8,19.6,6.1,13.5
Greece,77.1,18.2,3.1,1.6
Spain,68,24.4,4.4,3.2
France,64.3,23.4,6.1,6.2
Croatia,87.4,9.6,2.4,0.7
Italy,83,9.8,3.8,3.4
Cyprus,86.7,9.1,2.8,1.3
Latvia,83.5,9,4.1,3.4
Lithuania,76.3,13.6,6.4,3.6
Luxembourg,54.3,31.3,6.1,8.3
Hungary,84,11.7,3.1,1.2
Malta,75.1,18.4,3.4,3
Netherlands,54.6,22,12.4,11
Austria,60.9,27.7,6.7,4.7
Poland,74.5,13.3,4.8,7.5
Portugal,79.9,16.2,2.5,1.4
Romania,94.6,4.8,0.4,0.2
Slovenia,69.1,19.2,6.7,4.9
Slovakia,89.6,6.3,1.9,2.1
Finland,47.7,27.6,12.1,12.5
Sweden,44.4,30.5,11.5,13.6
Norway,43.4,29.3,10.4,17
Switzerland,37.7,36.2,15.1,11.1
Montenegro,92.9,5.7,0.6,0.8
Serbia,94.7,4.3,0.6,0.4
Türkiye,87.5,9.8,1.5,1.3
,,,,
Special value,,,,
:,not available,,,
