Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,From 45 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),63.2,22.2,7.4,7.2
Belgium,60.9,17.5,10.3,11.3
Bulgaria,78.7,13.9,4.2,3.2
Czechia,57.2,26.3,8.1,8.4
Denmark,41.8,35.8,12.7,9.6
Germany,:,:,:,:
Estonia,42,34.7,11.6,11.8
Ireland,49.9,26.1,11.3,12.8
Greece,67,24.5,5.7,2.8
Spain,49.1,34.1,10.1,6.7
France,60.3,22.9,7.3,9.5
Croatia,81.9,12.4,3.8,1.9
Italy,65.6,17.4,8.5,8.6
Cyprus,82.3,12.6,2.9,2.1
Latvia,72.5,12.9,7.4,7.2
Lithuania,78.1,14.7,3.2,4
Luxembourg,41.1,39,9.3,10.6
Hungary,64.8,24.8,6.2,4.2
Malta,55.7,24.1,9.7,10.4
Netherlands,52.9,27.6,11.3,8.1
Austria,54.8,29.2,8.1,7.9
Poland,70.4,17.9,5.9,5.8
Portugal,61.4,29.1,5.1,4.4
Romania,88.8,8.8,1.7,0.7
Slovenia,62,25.3,8,4.7
Slovakia,78.2,15.4,4.2,2.2
Finland,46,28.2,10.7,15.1
Sweden,38.7,30.2,14.3,16.8
Norway,48.8,28.9,9.1,13.2
Switzerland,33.5,35.7,13.8,17
Montenegro,81.6,11.7,3,3.7
Serbia,86.3,10.6,2.1,1
Türkiye,76.2,16,3.1,4.7
,,,,
Special value,,,,
:,not available,,,
