Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 55 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),63.6,22.3,7.4,6.7
Belgium,49.8,21.3,12.9,16
Bulgaria,93.3,4.8,0.9,1.1
Czechia,44,29.7,12.6,13.7
Denmark,32.7,31.3,13.9,22.2
Germany,:,:,:,:
Estonia,55.1,36.3,2.8,5.8
Ireland,41,24.8,5.8,28.4
Greece,68.6,23.9,5.2,2.4
Spain,55.5,32.4,7,5.2
France,52,27.3,10.4,10.4
Croatia,81.4,15.4,2.1,1.1
Italy,78.7,11.7,5.8,3.8
Cyprus,76.2,15.5,6.3,2.1
Latvia,73,13.8,3.3,9.9
Lithuania,34.6,12.6,49.3,3.5
Luxembourg,35.9,42.8,10.3,11
Hungary,75.1,19.6,1.9,3.4
Malta,66.4,23.7,4.3,5.5
Netherlands,39.6,25.8,18.6,15.9
Austria,52.5,31.1,9.3,7.1
Poland,71.8,17.2,4.1,6.9
Portugal,70.5,22.4,4.6,2.5
Romania,92.1,7.5,0.1,0.3
Slovenia,64.4,18.4,6.8,10.4
Slovakia,85.1,8.9,6,0
Finland,45.4,23.8,13.4,17.5
Sweden,39.6,32.7,6.8,21
Norway,32.4,25.7,8.9,33.1
Switzerland,40.4,33,16.1,10.6
Montenegro,91.9,6.3,1.1,0.7
Serbia,90.7,7.4,1.4,0.5
Türkiye,88.2,9.6,1.4,0.8
,,,,
Special value,,,,
:,not available,,,
