Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 20 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),51.5,27.4,10.5,10.6
Belgium,51.1,22.6,13.4,12.8
Bulgaria,66.5,19.5,8.3,5.7
Czechia,42.3,31.8,12.8,13.2
Denmark,35.3,36.1,14.6,14
Germany,:,:,:,:
Estonia,34.2,38.3,13.5,14
Ireland,41.9,27.9,10.1,20.1
Greece,55.2,33.8,6.9,4
Spain,42,39.9,10,8.1
France,47.3,27.8,11.6,13.3
Croatia,62.9,21.3,9.5,6.3
Italy,61,18.7,9.3,11
Cyprus,74.6,17.5,4.6,3.3
Latvia,60,18.6,11.7,9.7
Lithuania,61.1,24.3,8.4,6.2
Luxembourg,31.1,45.7,9.7,13.5
Hungary,53.9,29.7,8.8,7.6
Malta,51.9,30.5,8.8,8.8
Netherlands,40.6,28.8,16.2,14.3
Austria,40.8,33.1,13,13.1
Poland,54.2,23.6,10.5,11.6
Portugal,53.2,35,8,3.8
Romania,74,18.7,5.3,2
Slovenia,47.9,27.7,11.6,12.8
Slovakia,58.1,27.5,8.8,5.6
Finland,34.2,32.9,15.2,17.6
Sweden,32.9,33.1,15,19
Norway,37,32.1,14.5,16.5
Switzerland,23.3,36.3,17.1,23.4
Montenegro,69.6,17.1,7.3,6
Serbia,68.4,21.8,7.2,2.7
Türkiye,62.3,21.5,7.8,8.5
,,,,
Special value,,,,
:,not available,,,
