Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,75 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),69.6,16.4,6.2,7.8
Belgium,61.7,15.6,10.5,12.3
Bulgaria,90.8,7.1,1.2,0.9
Czechia,46.9,31.8,10.7,10.7
Denmark,35.5,29.6,13.1,21.8
Germany,:,:,:,:
Estonia,55.8,27.1,6.7,10.4
Ireland,47.3,27.3,9.8,15.6
Greece,85.3,11.2,1.8,1.7
Spain,69.8,21.1,4.2,5
France,45.8,26,11.1,17
Croatia,87.7,8.7,2.5,1.1
Italy,85,8,3.5,3.5
Cyprus,85.9,7.8,3.8,2.5
Latvia,71.3,13.7,6.6,8.4
Lithuania,84,11.7,2.4,1.9
Luxembourg,39.6,25.3,18.4,16.7
Hungary,72.7,18.7,6,2.7
Malta,62.9,22.3,7.9,6.9
Netherlands,39.7,18.1,18.1,24.1
Austria,62.5,20.8,8.5,8.2
Poland,78.8,9.8,5.8,5.7
Portugal,77.2,18.1,3.1,1.6
Romania,93.9,5.4,0.6,0.1
Slovenia,62.4,23.7,4.8,9
Slovakia,85.2,11.6,2,1.2
Finland,44.4,24,8.8,22.7
Sweden,46.8,18,14.9,20.3
Norway,28,32,14.8,25.2
Switzerland,40.8,27.6,9.2,22.4
Montenegro,96.8,1.8,0.5,0.9
Serbia,94.7,3.3,1.1,1
Türkiye,94.7,4.4,0.3,0.5
,,,,
Special value,,,,
:,not available,,,
