Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Males,,
Age class,,From 75 to 84 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),76.1,14,5.4,4.5
Belgium,71.9,13.9,5.1,9
Bulgaria,88,8.3,3.1,0.7
Czechia,65.2,20.1,8.4,6.3
Denmark,49.2,28,12.2,10.6
Germany,:,:,:,:
Estonia,60,27.7,6.5,5.8
Ireland,63.3,16.8,9.1,10.8
Greece,85.1,11.4,2.3,1.1
Spain,75.1,15.6,5.8,3.4
France,60.2,20.3,9.4,10.1
Croatia,93.3,5.7,1,0
Italy,88.6,7,2.5,2
Cyprus,89,8.3,1.5,1.2
Latvia,76.3,13.1,5.6,5
Lithuania,85.7,10.5,0,3.9
Luxembourg,36,55.4,4.9,3.7
Hungary,84.8,12.3,1.7,1.1
Malta,74.8,16.4,3.1,5.8
Netherlands,60.4,16.8,15.4,7.3
Austria,59.7,26.1,11.7,2.4
Poland,91.4,6.5,1.5,0.6
Portugal,75,19.4,3,2.6
Romania,95.2,3.3,1,0.5
Slovenia,77.7,16.9,4.1,1.3
Slovakia,95.2,2.9,1.9,0
Finland,50,30.9,8.2,10.9
Sweden,53.9,25.5,13,7.6
Norway,54.5,28,2.4,15.1
Switzerland,40.7,27.6,7,24.8
Montenegro,96,3,0.2,0.9
Serbia,96.3,3.7,0,0
Türkiye,92,5.9,1,1.2
,,,,
Special value,,,,
:,not available,,,
