Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,65 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),70.4,16.5,6,7.2
Belgium,63.5,17.3,7.6,11.5
Bulgaria,89.9,7.8,1.6,0.7
Czechia,47.1,29.2,12.2,11.5
Denmark,38.6,30.6,11.6,19.2
Germany,:,:,:,:
Estonia,58.3,25.7,6.7,9.3
Ireland,53.7,23.2,7.6,15.6
Greece,83.1,13.1,2.2,1.7
Spain,70,20.7,5,4.3
France,50.6,23.4,10.3,15.6
Croatia,86.7,9.8,2,1.5
Italy,84.7,8.7,3.2,3.4
Cyprus,81.2,13,3.6,2.2
Latvia,70.5,13.7,6.9,8.9
Lithuania,82.2,12.2,3,2.6
Luxembourg,41.5,34.4,11.9,12.2
Hungary,75.3,17.3,4.3,3.1
Malta,68.1,19.4,6.3,6.2
Netherlands,46.5,18.3,17.8,17.4
Austria,60.6,23.3,9.2,6.9
Poland,79.4,10,5,5.6
Portugal,75.3,19.5,3.3,1.9
Romania,92.4,6.2,1.1,0.3
Slovenia,65.3,20.4,5.1,9.2
Slovakia,80.2,14.4,2.4,3
Finland,49.1,23.9,8.1,18.9
Sweden,49.7,21.3,13,15.9
Norway,44.7,24.9,10.1,20.3
Switzerland,40.3,27.7,9,23
Montenegro,94.9,3.8,0.5,0.7
Serbia,93.5,4.7,1.1,0.7
Türkiye,92.2,6.2,0.7,0.9
,,,,
Special value,,,,
:,not available,,,
