Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Males,,
Age class,,From 55 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),78.3,14.1,3.9,3.6
Belgium,71,14.8,6,8.2
Bulgaria,93.6,3.6,1.6,1.2
Czechia,70.9,20.8,1.4,6.8
Denmark,56.1,26.9,6.2,10.7
Germany,:,:,:,:
Estonia,73.9,19.5,2.1,4.5
Ireland,59.1,20.8,8.3,11.8
Greece,85.5,11.5,1.8,1.3
Spain,75.7,18.3,3,3
France,70.3,17.3,6.8,5.6
Croatia,96.1,3.1,0.5,0.3
Italy,84,9.5,3.5,3
Cyprus,90,8.3,1.1,0.6
Latvia,80.3,16.5,2.3,1
Lithuania,84.1,7.6,5.6,2.7
Luxembourg,59.3,31.9,3.4,5.3
Hungary,89.5,8,2.2,0.3
Malta,78.7,16.6,3,1.7
Netherlands,67.8,18.5,8.9,4.9
Austria,78.4,14.6,6,1
Poland,87.7,7.5,1.6,3.1
Portugal,85.7,11.6,2.4,0.3
Romania,95.1,4.4,0.5,0
Slovenia,79.1,17.8,0.7,2.4
Slovakia,96.9,1.2,1.1,0.7
Finland,60.5,24.3,6.7,8.5
Sweden,57.4,29.4,4.2,9
Norway,53.7,23.5,8.7,14.1
Switzerland,48.1,38.7,6.8,6.3
Montenegro,97.9,2.1,0,0
Serbia,98.4,1.6,0,0
Türkiye,91.3,6.8,1,0.8
,,,,
Special value,,,,
:,not available,,,
