Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 30 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),69.1,21,4.8,5.1
Belgium,67.2,17.7,8,7.1
Bulgaria,94.6,3.4,1.3,0.7
Czechia,56.5,26.5,7.7,9.4
Denmark,52.3,26.4,9,12.3
Germany,:,:,:,:
Estonia,52.9,32.5,5,9.5
Ireland,58.8,20.8,6,14.3
Greece,69.4,25.3,3.3,2
Spain,60.5,30.6,5,3.9
France,59.1,31.1,4.9,5
Croatia,83.8,10.9,5,0.3
Italy,80.4,11.3,3.3,5
Cyprus,83.9,9.6,4,2.5
Latvia,78.1,14.5,5.8,1.6
Lithuania,67.2,20.8,2.7,9.2
Luxembourg,42.4,36.1,7.8,13.7
Hungary,82.6,11.1,5.3,1
Malta,64.1,25.9,4.7,5.2
Netherlands,51.8,22.9,9.8,15.5
Austria,60.5,27,8.6,3.9
Poland,64,17.4,6.3,12.3
Portugal,74.2,20.9,2.6,2.3
Romania,93.2,5.5,0.9,0.3
Slovenia,69.2,17.9,8.5,4.5
Slovakia,86.9,7.4,0.9,4.8
Finland,26.5,19.7,18.5,35.3
Sweden,40.7,29.8,15.7,13.8
Norway,43.3,20.6,14.2,22
Switzerland,32.7,41.7,15.5,10.1
Montenegro,89.1,9.2,0.4,1.4
Serbia,93.9,5.2,0.7,0.2
Türkiye,83.5,13.1,1.9,1.5
,,,,
Special value,,,,
:,not available,,,
