Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 75 to 84 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),70.2,16.4,6.3,7
Belgium,63.7,15.9,8.4,12
Bulgaria,89.4,7.7,2.1,0.8
Czechia,48.1,31,11.4,9.6
Denmark,40.1,29.3,12.9,17.6
Germany,:,:,:,:
Estonia,56.1,27.6,6.8,9.6
Ireland,55.8,18.4,10,15.8
Greece,84.4,12.2,1.9,1.5
Spain,69.7,20.6,4.9,4.8
France,48.8,24.6,11.7,14.9
Croatia,87.1,9,2.9,1
Italy,84.8,8.4,3.6,3.3
Cyprus,84,9.7,3.5,2.7
Latvia,70.7,13.7,7.1,8.4
Lithuania,79,15.1,2.6,3.4
Luxembourg,34.7,37.9,14.8,12.6
Hungary,73,19.5,5.1,2.3
Malta,67.9,19.5,5.6,7
Netherlands,46.9,16.6,18.3,18.3
Austria,57.5,25,10.2,7.3
Poland,79.2,9.8,5.5,5.5
Portugal,74.9,19.8,2.9,2.3
Romania,93.8,5.4,0.7,0.1
Slovenia,62.6,24.5,4.2,8.7
Slovakia,85.8,11,2.5,0.7
Finland,46.9,26,8.7,18.4
Sweden,46.3,23.1,14.3,16.3
Norway,40.5,31,7.4,21.1
Switzerland,42.4,25.6,9.9,22.1
Montenegro,96.5,2.4,0,1.1
Serbia,94.8,4,0.4,0.8
Türkiye,93.3,5.2,0.6,0.9
,,,,
Special value,,,,
:,not available,,,
