Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 16 to 44 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),50.8,26.6,11.7,10.9
Belgium,48.3,24.5,14.2,12.9
Bulgaria,83.4,10.1,4.4,2
Czechia,27.4,30.9,21.2,20.6
Denmark,29.7,40.7,13.7,16
Germany,:,:,:,:
Estonia,27.2,30.3,17.1,25.4
Ireland,35.1,23.4,8.9,32.6
Greece,56.4,32.4,5.3,6
Spain,48.1,36,9.8,6.1
France,38.4,31.9,14.5,15.2
Croatia,31.6,25.9,24.5,18
Italy,69.8,15.1,7,8
Cyprus,81.7,11.2,5.5,1.5
Latvia,44.2,22.7,20.7,12.4
Lithuania,28.9,29.9,27.1,14.1
Luxembourg,31,43.9,6.5,18.6
Hungary,58,23,12.9,6.1
Malta,66,26,3.6,4.4
Netherlands,47.8,24.5,11.7,16
Austria,35.6,38.4,15.3,10.7
Poland,26,20.5,25.6,27.9
Portugal,57.4,30.6,7.5,4.5
Romania,71,15.3,9,4.8
Slovenia,25.5,33.7,19.3,21.5
Slovakia,44,26.8,16.7,12.6
Finland,21.1,37.3,23.2,18.5
Sweden,32.7,36.6,15.3,15.5
Norway,29.2,38.3,14.7,17.8
Switzerland,15.3,36.4,24.7,23.6
Montenegro,49.6,28.8,9.3,12.3
Serbia,53.7,28.3,15.8,2.2
Türkiye,73.9,15.8,4.7,5.7
,,,,
Special value,,,,
:,not available,,,
