Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 16 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),65.7,21,7.2,6.2
Belgium,59.7,19.6,11.2,9.6
Bulgaria,89.5,6.4,2.6,1.5
Czechia,43.4,28.1,15,13.6
Denmark,47.1,31.5,9.3,12
Germany,:,:,:,:
Estonia,44.5,28.8,13,13.7
Ireland,51,22.9,7.7,18.4
Greece,72.4,21.4,3.7,2.5
Spain,63.5,26.6,6,3.9
France,55.7,26.1,9.1,9
Croatia,66.9,16.2,11.3,5.7
Italy,78.9,12,4.7,4.4
Cyprus,85.5,10.5,2.7,1.3
Latvia,64.4,18.4,11,6.2
Lithuania,50.1,22.8,20.2,6.9
Luxembourg,48.9,35.1,6.8,9.3
Hungary,70.6,18.7,7.6,3.1
Malta,75.1,18.3,3.4,3.2
Netherlands,53.4,23,12.9,10.7
Austria,49.6,33.8,10.1,6.5
Poland,51.9,18.8,14.8,14.5
Portugal,76.3,18.7,3.3,1.7
Romania,79.9,12.2,5.4,2.6
Slovenia,57.1,23.3,10.3,9.4
Slovakia,63,21,8.9,7.1
Finland,40.4,33.1,14.9,11.7
Sweden,40.2,34.7,12,13.1
Norway,39,34.3,11.7,15
Switzerland,30.7,35.2,18.6,15.5
Montenegro,69,17.9,7.6,5.6
Serbia,77.2,14.3,7.6,1
Türkiye,83.1,11.5,2.7,2.7
,,,,
Special value,,,,
:,not available,,,
