Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,From 65 to 74 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),57.2,23.1,9,10.7
Belgium,45.1,25.3,13.6,16
Bulgaria,73.6,15.6,6.1,4.7
Czechia,46.9,33.7,8.7,10.6
Denmark,34.6,34.9,14.4,16.1
Germany,:,:,:,:
Estonia,43.6,28.8,13.1,14.5
Ireland,30.9,24.7,13.4,31
Greece,66.5,24.6,5.2,3.7
Spain,44.4,34.8,9.9,10.9
France,47.6,25.3,10.5,16.6
Croatia,81.4,13.9,2.3,2.4
Italy,61,14.6,11.6,12.8
Cyprus,70.7,19.3,5.6,4.5
Latvia,67,14.8,9,9.2
Lithuania,67.1,22.2,6.5,4.2
Luxembourg,23.9,41,15,20.1
Hungary,59.3,26.6,6.9,7.2
Malta,46.3,24.5,7.7,21.4
Netherlands,40.1,23.1,20.7,16
Austria,50.7,30.4,8.3,10.6
Poland,68.3,16.5,7.2,8
Portugal,48,37.1,8,6.9
Romania,81.7,14.7,2.5,1.1
Slovenia,57.7,27.7,5.6,9
Slovakia,72.5,16.5,7.3,3.7
Finland,46.8,28.2,8.3,16.7
Sweden,42.7,26.8,13.8,16.6
Norway,44.2,32.7,11.7,11.4
Switzerland,33.9,31.7,14.8,19.7
Montenegro,81.4,14.7,1.1,2.9
Serbia,85,11.5,2,1.4
Türkiye,66.5,22.3,4.3,6.9
,,,,
Special value,,,,
:,not available,,,
