Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Females,,
Age class,,From 75 to 84 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),51.7,21.4,10.9,15.9
Belgium,46.4,18.8,11.2,23.7
Bulgaria,69.2,15,8.4,7.4
Czechia,28.6,29.8,17.7,23.9
Denmark,22.2,31.2,18,28.6
Germany,:,:,:,:
Estonia,31.1,27,14.2,27.7
Ireland,30.7,23.8,15.7,29.9
Greece,74.8,17.3,4.5,3.3
Spain,57.2,26.8,6.7,9.4
France,33.1,25.2,15.1,26.6
Croatia,66.4,16.9,9.9,6.8
Italy,73.5,11.7,6.4,8.4
Cyprus,67.6,18.5,7.7,6.2
Latvia,47.9,16.9,15.3,20
Lithuania,53.7,25.7,10.9,9.7
Luxembourg,21.4,36.8,17.5,24.3
Hungary,46.7,27.5,13.5,12.4
Malta,58,23.7,7.4,11
Netherlands,28.8,17.9,23.7,29.6
Austria,37.4,28.1,16.9,17.5
Poland,50,17.2,12,20.7
Portugal,69.6,22.6,4.2,3.6
Romania,85.3,12,1.7,1
Slovenia,39.1,26,10.9,24
Slovakia,55,30.4,6.7,7.8
Finland,35.2,24.8,12.8,27.2
Sweden,29.7,20.9,18.9,30.5
Norway,19.7,22.3,14.1,43.9
Switzerland,20.1,25.9,18.7,35.3
Montenegro,88.8,7,2.2,1.9
Serbia,77.3,12.2,5.9,4.5
Türkiye,90.8,6.1,1.4,1.7
,,,,
Special value,,,,
:,not available,,,
