Data extracted on 09/09/2024 14:35:30 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Tertiary education (levels 5-8),,
Sex,,Males,,
Age class,,75 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),28.6,29.7,17.3,24.5
Belgium,27.2,19.9,17.6,35.2
Bulgaria,51.1,21.4,12.5,15
Czechia,16.8,31.6,19.1,32.5
Denmark,13.6,42.6,15.4,28.4
Germany,:,:,:,:
Estonia,27.5,25.1,16.1,31.3
Ireland,14.6,25.2,9.8,50.5
Greece,38.2,39.6,12.6,9.6
Spain,31.4,32.1,18.8,17.7
France,16.2,27,15.1,41.7
Croatia,44.5,30.6,15.9,9
Italy,35.9,24.8,14.4,25
Cyprus,38.5,34.2,7.6,19.7
Latvia,38.9,30,12.4,18.7
Lithuania,41.3,22.7,14,21.9
Luxembourg,10.8,43.3,15.3,30.6
Hungary,25.9,33.5,22.3,18.4
Malta,20.6,39.5,10.1,29.8
Netherlands,20.5,29.8,29.1,20.5
Austria,30.7,35.9,15.9,17.5
Poland,27.6,18.5,20,33.8
Portugal,23.3,38.2,14.3,24.2
Romania,34.9,35.5,19.1,10.5
Slovenia,27,32.7,17.1,23.1
Slovakia,44.9,33.5,13.4,8.2
Finland,20.6,40.4,14.5,24.5
Sweden,19.5,21.9,26.9,31.8
Norway,14.4,39.9,20.7,25
Switzerland,15.7,31,14.3,38.9
Montenegro,44.4,27.8,19.1,8.6
Serbia,49.1,30.3,9.8,10.8
Türkiye,46.4,22.4,14.2,17
,,,,
Special value,,,,
:,not available,,,
