Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 16 to 24 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),37.5,32,16,14.4
Belgium,39.3,27.4,16.4,16.9
Bulgaria,39.5,27.7,21,11.7
Czechia,31.7,28.2,18.1,21.9
Denmark,26.1,43.5,18.4,12
Germany,:,:,:,:
Estonia,20.1,46.5,16,17.4
Ireland,38.2,30.5,11,20.3
Greece,41.1,40.5,10.5,7.8
Spain,30,44.4,14.9,10.7
France,34.5,30.7,17.6,17.2
Croatia,37.7,25.2,20.3,16.8
Italy,48.7,21.9,14,15.5
Cyprus,76,16.4,4.6,2.9
Latvia,41.9,23.9,19.9,14.4
Lithuania,31.7,36,23.8,8.6
Luxembourg,28.6,47.4,9.1,14.9
Hungary,37.6,32,16.8,13.6
Malta,46.4,33.6,8.2,11.8
Netherlands,42.4,29.1,15.1,13.4
Austria,39.5,30.6,16.4,13.5
Poland,31.4,25.6,18.3,24.6
Portugal,46.4,37.2,12.8,3.7
Romania,35.8,32.6,21.5,10.1
Slovenia,35.1,28,17.8,19.1
Slovakia,45.6,28.3,13.7,12.4
Finland,26.3,44,18.2,11.5
Sweden,28.7,41.4,16.1,13.7
Norway,33.2,43.8,14.6,8.4
Switzerland,20.2,36.2,22.5,21.1
Montenegro,42.9,26.6,20.6,9.9
Serbia,42.3,36.8,15.3,5.5
Türkiye,45.4,26,13.3,15.3
,,,,
Special value,,,,
:,not available,,,
