Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 16 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),42.9,30.4,14,12.8
Belgium,43.4,25.6,16.6,14.5
Bulgaria,44.8,26.2,18.9,10.2
Czechia,37.4,31,14,17.6
Denmark,29.8,41.8,17.3,11
Germany,:,:,:,:
Estonia,20.6,47.2,15.8,16.4
Ireland,44.3,26.5,10,19.1
Greece,43.7,39.6,9.7,7
Spain,32.6,43.9,13.6,9.9
France,39.6,29.5,15.7,15.2
Croatia,46.6,23.8,16.3,13.3
Italy,55.6,18.7,12.5,13.2
Cyprus,76.2,16.1,4.3,3.4
Latvia,46.7,23.7,17.3,12.2
Lithuania,43.4,30.2,18.5,7.9
Luxembourg,27,51.2,9.1,12.7
Hungary,44.4,30.7,14,10.9
Malta,51.1,30.6,9,9.3
Netherlands,43.2,29.9,13.4,13.5
Austria,40.7,31.8,15.1,12.4
Poland,40.5,25.5,15.4,18.6
Portugal,51.2,35.3,10.4,3.2
Romania,47.8,29.1,15.4,7.8
Slovenia,38.9,30.1,14.5,16.5
Slovakia,55.7,24.8,9.7,9.8
Finland,30.9,38.8,18.1,12.3
Sweden,31.7,39.8,15.4,13.1
Norway,33.1,42.6,12.5,11.8
Switzerland,20,37.2,21.1,21.7
Montenegro,51.2,23.7,15.6,9.4
Serbia,49.5,31.4,14.7,4.4
Türkiye,50,24.9,11.9,13.2
,,,,
Special value,,,,
:,not available,,,
