Data extracted on 09/09/2024 14:35:30 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Tertiary education (levels 5-8),,
Sex,,Females,,
Age class,,From 16 to 24 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),22.2,35.9,19.1,22.8
Belgium,19.4,29.5,26.3,24.8
Bulgaria,12.9,35.6,41.4,10.1
Czechia,5,34.8,26.5,33.7
Denmark,22.7,37.5,31.2,8.6
Germany,:,:,:,:
Estonia,5.7,61.3,14.1,18.8
Ireland,17.7,26.3,20.2,35.9
Greece,11.8,64.1,11.2,13
Spain,23,45.6,16.1,15.4
France,21.8,35.5,12.4,30.3
Croatia,12.6,32.3,26.4,28.7
Italy,50,9.3,25,15.7
Cyprus,65.5,20.3,9.9,4.3
Latvia,2.2,47,28.9,21.9
Lithuania,6.9,53.6,27.9,11.6
Luxembourg,14.6,38,30.1,17.3
Hungary,5.9,30.3,21.5,42.3
Malta,31.4,43.5,8.6,16.5
Netherlands,21.1,26.4,34.3,18.2
Austria,19.5,40.9,17.7,22
Poland,16.5,20.7,24.8,38
Portugal,22.2,51.2,15.7,10.9
Romania,6.2,66,11.9,15.9
Slovenia,30.6,27,26.8,15.6
Slovakia,0.8,40.2,33,26
Finland,:,:,:,:
Sweden,4.9,61.8,13.2,20.1
Norway,14.3,39.7,24.8,21.3
Switzerland,20.2,47.5,16.5,15.9
Montenegro,24.4,25.7,39.8,10.1
Serbia,13.5,41.8,26.1,18.7
Türkiye,22.8,28.7,21.1,27.4
,,,,
Special value,,,,
:,not available,,,
