Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,From 55 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),60.9,23.1,7.7,8.2
Belgium,56.3,18,10,15.7
Bulgaria,77.5,14.5,4.6,3.4
Czechia,53.3,28.1,10.5,8.2
Denmark,41.5,37.3,11.3,9.9
Germany,:,:,:,:
Estonia,42.1,34.5,10.5,12.9
Ireland,39.1,33,13,15
Greece,65.3,24.7,7.6,2.5
Spain,45.7,36.3,10,8.1
France,57.8,23.3,7.6,11.3
Croatia,81.7,12.3,4.1,1.9
Italy,62.8,17.6,8.9,10.6
Cyprus,77.2,16.8,3.6,2.4
Latvia,70.6,12.8,9,7.6
Lithuania,80.8,13.2,2,4
Luxembourg,36.3,42.9,12,8.7
Hungary,62.9,26.4,6.5,4.3
Malta,55.2,20.8,9.1,14.8
Netherlands,48.2,31,13.3,7.6
Austria,54.5,28.8,8.1,8.6
Poland,69.7,18.6,5.4,6.3
Portugal,54.8,32,4.6,8.6
Romania,87.1,9.9,1.7,1.3
Slovenia,60.3,26.5,8.9,4.4
Slovakia,77.6,16.2,3.9,2.3
Finland,49.5,28.2,9.9,12.5
Sweden,43.7,23.9,14.7,17.8
Norway,49.4,29.4,7.3,14
Switzerland,34.6,34.4,14.7,16.2
Montenegro,79.2,12.1,3.8,4.9
Serbia,87.3,9.8,1.9,1
Türkiye,73.1,15.9,4.5,6.5
,,,,
Special value,,,,
:,not available,,,
