Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,From 30 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),65.4,22,6.7,5.8
Belgium,63.5,19,10.5,7
Bulgaria,79.6,13.9,2.8,3.6
Czechia,63,23.9,6.6,6.5
Denmark,44,34.1,11.9,10.1
Germany,:,:,:,:
Estonia,45.5,35,10.7,8.8
Ireland,58.1,25.3,8,8.6
Greece,68.7,24.4,4.5,2.4
Spain,54.9,32.7,7.3,5.1
France,62,23.6,6.9,7.5
Croatia,80.8,13.7,3.6,1.8
Italy,70.9,16.3,6.1,6.6
Cyprus,86.1,10.6,1.6,1.7
Latvia,75.2,13.5,5.9,5.4
Lithuania,74.1,19,3.5,3.3
Luxembourg,42.2,43.1,6.7,8
Hungary,67.5,23.3,5,4.1
Malta,63.2,25.4,5.9,5.5
Netherlands,53.6,25.2,14.6,6.6
Austria,55.3,29.6,8,7
Poland,71.5,18.2,5.6,4.7
Portugal,68,25.2,4.3,2.6
Romania,87.4,9.9,2.3,0.4
Slovenia,61.9,25.3,8.2,4.7
Slovakia,77.5,16.5,4,2.1
Finland,39.4,30.6,13.8,16.3
Sweden,35.9,33.1,13.9,17.1
Norway,48.1,26.8,13.6,11.6
Switzerland,32.3,38.6,13.7,15.4
Montenegro,85.3,10.2,1.4,3
Serbia,85.4,11.1,2.9,0.7
Türkiye,76.8,15.8,3.1,4.2
,,,,
Special value,,,,
:,not available,,,
