Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Males,,
Age class,,From 45 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),79.8,13.6,3.5,3.1
Belgium,71.6,16.3,5.5,6.7
Bulgaria,95.7,2.8,0.9,0.7
Czechia,76.4,18.7,0.6,4.3
Denmark,58.4,25.2,8.3,8.2
Germany,:,:,:,:
Estonia,65.9,23.2,4.8,6.2
Ireland,63.1,19.5,7.3,10.1
Greece,84,12.9,2,1.1
Spain,76.9,18.1,2.7,2.3
France,72.7,17.5,5,4.8
Croatia,96.6,2.8,0.4,0.2
Italy,84.9,8.9,3.5,2.7
Cyprus,90.8,7.8,0.7,0.7
Latvia,81.4,10.7,2.7,5.1
Lithuania,81.4,12.5,5.2,0.9
Luxembourg,67,23.9,6.3,2.9
Hungary,89.9,8.8,1,0.3
Malta,80.8,14.8,3.1,1.3
Netherlands,65.1,20.5,8.6,5.8
Austria,77,18.5,2.7,1.8
Poland,88,8.9,0.9,2.2
Portugal,86.5,11.1,1.7,0.7
Romania,97.1,2.7,0.2,0
Slovenia,81,15,1.7,2.3
Slovakia,97,1.8,0.7,0.4
Finland,55.5,26.9,8.2,9.4
Sweden,55.3,26.3,7.3,11.1
Norway,54.5,22.7,10.3,12.5
Switzerland,54.1,34.3,6.8,4.8
Montenegro,96.8,3.2,0,0
Serbia,97.8,1.9,0.1,0.2
Türkiye,91.7,6.4,1.1,0.8
,,,,
Special value,,,,
:,not available,,,
