Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 30 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),75.5,16.8,4,3.8
Belgium,70.2,16.7,8.1,5
Bulgaria,95.8,2.7,0.8,0.7
Czechia,66.9,21.1,4.2,7.8
Denmark,58.1,23.9,8.5,9.5
Germany,:,:,:,:
Estonia,57.8,28,7.3,6.9
Ireland,67.3,18.6,5.4,8.7
Greece,77.2,18.6,2.7,1.4
Spain,69.7,23.6,3.9,2.8
France,67.2,24.1,4,4.7
Croatia,89.9,6.6,3.3,0.1
Italy,84.2,9.3,3.2,3.3
Cyprus,88.9,7.7,2,1.4
Latvia,84,8.5,4.1,3.5
Lithuania,80.2,13.1,2.4,4.3
Luxembourg,58.7,26.8,6.4,8.1
Hungary,86.3,10.1,2.8,0.9
Malta,75.5,18.1,3.5,3
Netherlands,57.6,21.3,10.7,10.4
Austria,63.8,25.4,6.8,4
Poland,78.6,12.1,2.8,6.5
Portugal,81.5,15.3,1.8,1.4
Romania,94.5,4.8,0.5,0.2
Slovenia,72.2,15.5,8.9,3.3
Slovakia,91.9,5.3,0.5,2.4
Finland,44.3,26.1,14.1,15.6
Sweden,42.8,29.4,14.2,13.6
Norway,49.8,26,10.3,13.8
Switzerland,38,35.1,15.4,11.6
Montenegro,92.3,6.2,0.3,1.1
Serbia,95.5,3.6,0.4,0.5
Türkiye,87.1,10.2,1.5,1.2
,,,,
Special value,,,,
:,not available,,,
