Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Males,,
Age class,,From 16 to 24 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),49.9,30.6,11.9,7.6
Belgium,51.8,24.1,15.6,8.5
Bulgaria,68,18.7,9.8,3.5
Czechia,40.5,33.1,16,10.4
Denmark,51.6,33.4,4.5,10.5
Germany,:,:,:,:
Estonia,30.8,34,20.8,14.4
Ireland,38.1,30.3,10.5,21.1
Greece,52.9,37.4,4.7,5
Spain,45.9,35.5,12.9,5.6
France,45.6,31.1,12.7,10.6
Croatia,30.1,33.1,27.8,9
Italy,65.3,21.9,6.5,6.3
Cyprus,86.7,11.8,0,1.5
Latvia,58,27.2,12.1,2.7
Lithuania,32.2,33.3,29.1,5.4
Luxembourg,30,54.9,7.6,7.5
Hungary,49.7,32.1,14.8,3.3
Malta,84.9,6.4,4.3,4.5
Netherlands,55.5,27.6,13.9,3.1
Austria,43.4,42.5,11.2,2.9
Poland,29.9,29.6,23.7,16.8
Portugal,60.5,33.1,4.3,2.1
Romania,47.7,30,15.6,6.6
Slovenia,44.5,30.4,15.1,10
Slovakia,46.6,37.3,7.5,8.5
Finland,42.4,40.2,12.4,5
Sweden,41.4,39.5,9.9,9.2
Norway,33.2,45.5,14.3,7.1
Switzerland,25.1,35.4,24.3,15.2
Montenegro,37.8,33.1,22.6,6.5
Serbia,42.3,33.4,22.9,1.3
Türkiye,66.8,19.8,7.5,5.9
,,,,
Special value,,,,
:,not available,,,
