Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,From 16 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),61.4,23.6,7.9,7.1
Belgium,59.8,20,10.4,9.7
Bulgaria,73.1,16.3,6,4.6
Czechia,58.8,25.3,8.2,7.7
Denmark,41,36.2,13.2,9.6
Germany,:,:,:,:
Estonia,41.4,37.4,11,10.1
Ireland,55.4,24.3,8.6,11.7
Greece,63.7,27.7,5.5,3.2
Spain,48.8,35.9,8.9,6.4
France,58.3,24,8.3,9.5
Croatia,76.3,14.5,5.9,3.3
Italy,66.8,17.5,7.4,8.4
Cyprus,82.4,12.6,2.7,2.2
Latvia,71.2,14.7,7.9,6.1
Lithuania,73.5,18.8,3.9,3.8
Luxembourg,39.8,43,8.4,8.8
Hungary,63.7,24.6,6.6,5.1
Malta,62.3,24,6.4,7.3
Netherlands,50.7,28.8,12.9,7.6
Austria,54.6,29.3,8.8,7.3
Poland,68.5,19.3,6.3,5.9
Portugal,63.1,27.6,6,3.3
Romania,81.4,12.9,4.1,1.6
Slovenia,59.3,26.6,8.2,5.9
Slovakia,76.1,16.7,4.5,2.8
Finland,41.2,31.8,14,13
Sweden,37.8,31.5,14.9,15.8
Norway,46.2,29.4,12.5,11.8
Switzerland,30.9,37.1,15.4,16.6
Montenegro,76.9,13.7,4.4,5
Serbia,81.2,13.5,4.5,0.8
Türkiye,69.4,18.3,5.6,6.7
,,,,
Special value,,,,
:,not available,,,
