Data extracted on 09/09/2024 14:35:21 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Total,,
Age class,,From 16 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),39.8,31.7,15,13.4
Belgium,38.3,26.9,19,15.8
Bulgaria,49.6,23.9,17.3,9.2
Czechia,32.4,31.5,17.8,18.3
Denmark,27.3,43.5,17.8,11.4
Germany,:,:,:,:
Estonia,21.7,40.3,19.8,18.2
Ireland,35,28.4,11,25.6
Greece,41.7,40.3,10.6,7.4
Spain,35.3,41.5,14,9.3
France,34.9,32.1,16.2,16.8
Croatia,37,27.6,20.4,15
Italy,55.7,19.4,11.8,13.1
Cyprus,71.4,18.9,6.5,3.2
Latvia,44.3,26.3,17.5,11.8
Lithuania,35.5,34.9,20.8,8.7
Luxembourg,24.2,53.5,9.3,13
Hungary,42.2,31.9,15.2,10.7
Malta,51.6,29.8,9.2,9.4
Netherlands,38.2,31,16.6,14.2
Austria,33.3,37.4,16.4,12.9
Poland,31.2,26.8,20.3,21.7
Portugal,45.7,37.9,10.8,5.6
Romania,47.1,29.3,15.7,7.9
Slovenia,34,32.5,15.3,18.2
Slovakia,43.4,30.6,14.6,11.4
Finland,28.1,40.2,18.3,13.4
Sweden,30.5,40.8,15.6,13.1
Norway,26.8,43.4,16.6,13.2
Switzerland,17.4,36.7,22.8,23.1
Montenegro,43.7,28,18,10.3
Serbia,43,33.3,18.1,5.6
Türkiye,53.2,22.4,11.1,13.3
,,,,
Special value,,,,
:,not available,,,
