Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 16 to 24 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),41.5,31.5,15.1,11.9
Belgium,41.3,26,18.1,14.6
Bulgaria,64.9,20.7,10,4.3
Czechia,29,32.5,21.5,17.1
Denmark,40.3,39.5,8.7,11.5
Germany,:,:,:,:
Estonia,23,32,22.9,22.2
Ireland,30.1,30,10.7,29.2
Greece,43.8,40.8,7.5,8
Spain,38.2,39,15,7.8
France,34.3,32.5,16.9,16.4
Croatia,20.7,32.6,30.3,16.5
Italy,59.4,22,9.2,9.4
Cyprus,81.1,15.9,1.8,1.3
Latvia,44.3,27.8,18.7,9.2
Lithuania,24.1,32.9,32.9,10
Luxembourg,30.8,48.2,7.3,13.6
Hungary,43.3,33.1,16.8,6.8
Malta,76.2,12.8,2.6,8.4
Netherlands,51.7,24.5,15.4,8.5
Austria,34.1,42.6,14.6,8.7
Poland,20.3,26.7,28.2,24.8
Portugal,49.3,37.4,9.3,4
Romania,43,30.7,17.7,8.6
Slovenia,27.6,35.7,17.8,18.9
Slovakia,36.2,35.5,15.8,12.5
Finland,32.4,39.9,18.1,9.5
Sweden,33.8,41,12.7,12.5
Norway,29,45.5,15.1,10.4
Switzerland,18.2,34.2,24.2,23.4
Montenegro,30.9,37.3,18.8,13
Serbia,32.6,39.8,25.2,2.3
Türkiye,59.2,20.9,9.4,10.5
,,,,
Special value,,,,
:,not available,,,
