Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 45 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),39.7,31,13.2,16.1
Belgium,39.7,23.3,16.5,20.5
Bulgaria,62.1,23.1,8.6,6.1
Czechia,22.1,38.8,18.8,20.3
Denmark,25.9,33,16.1,25
Germany,:,:,:,:
Estonia,26.9,35.7,19,18.4
Ireland,23.2,29.1,12.5,35.2
Greece,47.1,41.1,7.8,4.1
Spain,34.5,42.2,12.2,11.2
France,33.5,30.5,15.3,20.7
Croatia,51.3,29.2,11.4,8.1
Italy,49.9,22.7,11.3,16.1
Cyprus,58.8,27.9,8.5,4.7
Latvia,48.5,22.1,16.4,13
Lithuania,48.8,29,12.5,9.7
Luxembourg,18.7,39.3,14.5,27.5
Hungary,43.7,35.4,10.2,10.7
Malta,36.3,39.5,11.3,12.9
Netherlands,25.4,28.1,21.5,25
Austria,24,36.9,17.4,21.7
Poland,40,29.2,13.9,16.8
Portugal,38.4,44.7,11.4,5.5
Romania,74,20.6,3.8,1.6
Slovenia,34.2,28,15.5,22.3
Slovakia,35.6,41.7,13.8,8.9
Finland,24,30.8,17.8,27.4
Sweden,26.4,28.6,15.9,29.1
Norway,23.4,27.3,22.6,26.7
Switzerland,15.5,30.2,18,36.3
Montenegro,68.6,20.2,5.1,6.2
Serbia,58.9,28,8.6,4.5
Türkiye,56,26.9,9.7,7.4
,,,,
Special value,,,,
:,not available,,,
