Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 16 to 44 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),59,24,9.3,7.7
Belgium,55.7,21.8,13.4,9.1
Bulgaria,85.5,8.7,3.8,2
Czechia,38.5,29.7,16.7,15.1
Denmark,44.3,34.5,8.8,12.5
Germany,:,:,:,:
Estonia,38.6,29.9,15.4,16.1
Ireland,44.9,24.2,8.2,22.6
Greece,65.4,26.2,4.2,4.1
Spain,58.5,29.2,7.9,4.4
France,48.8,28.4,11.4,11.3
Croatia,41.7,24.4,22.1,11.8
Italy,75.1,14.1,5.3,5.6
Cyprus,86.6,9.6,2.8,1
Latvia,60.2,19.8,13.3,6.6
Lithuania,43.9,25.5,22.3,8.3
Luxembourg,43.7,39.1,5.2,12
Hungary,62.6,22.3,10.9,4.1
Malta,77.9,16.6,2.7,2.8
Netherlands,53.7,24.2,12.6,9.4
Austria,41.7,38.8,12.4,7.2
Poland,40,21.1,20.2,18.7
Portugal,69.6,23.5,4.4,2.4
Romania,72.1,15.8,8.1,3.9
Slovenia,40.1,29.6,16.5,13.7
Slovakia,54.4,26,10.6,9
Finland,35.3,36.7,17.3,10.6
Sweden,37.3,36.5,13.3,12.9
Norway,35.3,39.8,12.6,12.3
Switzerland,22.1,35.3,23,19.6
Montenegro,53.8,25.5,12.2,8.5
Serbia,60.8,23.4,14.1,1.7
Türkiye,78.1,13.7,4,4.2
,,,,
Special value,,,,
:,not available,,,
