Data extracted on 09/09/2024 14:35:30 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Tertiary education (levels 5-8),,
Sex,,Males,,
Age class,,65 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),25.6,29.8,18.5,26.1
Belgium,24.7,20.3,17.6,37.4
Bulgaria,41.6,25.4,17.1,15.9
Czechia,19.3,30.1,17.9,32.7
Denmark,17.3,37,20.9,24.8
Germany,:,:,:,:
Estonia,25.2,27.9,18.3,28.6
Ireland,14,23.4,18.6,44
Greece,36.2,41.8,12.6,9.5
Spain,25.1,34.7,19.3,21
France,15.8,26.4,17.4,40.3
Croatia,38.7,31.8,18,11.4
Italy,32.4,21.1,17.1,29.5
Cyprus,48.7,26.2,14.2,10.9
Latvia,33.7,27.9,19.3,19.2
Lithuania,38.9,28.4,12.7,19.9
Luxembourg,7.6,40.3,21.2,31
Hungary,22.1,35.6,18.9,23.4
Malta,22.9,28.3,23.3,25.5
Netherlands,18.3,29.1,28.6,24.1
Austria,26.5,33,16.5,24
Poland,24.2,24.7,19,32.1
Portugal,21.8,36.9,18.1,23.2
Romania,31.5,45.2,14.3,8.9
Slovenia,25.1,32.7,17.5,24.6
Slovakia,32,36.9,19.7,11.3
Finland,20.1,34.4,18.7,26.8
Sweden,20.5,22.7,23.9,32.9
Norway,16.2,32.5,22.2,29.2
Switzerland,13.9,29.4,19.9,36.8
Montenegro,44.4,24.3,17.5,13.9
Serbia,44.3,32.4,11.9,11.4
Türkiye,41,26.7,13,19.3
,,,,
Special value,,,,
:,not available,,,
