Data extracted on 09/09/2024 14:35:22 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Males,,
Age class,,From 16 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),54.8,26,10,9.3
Belgium,48.2,24.6,14.2,13
Bulgaria,70,16.6,7.5,5.9
Czechia,51,28,10.5,10.5
Denmark,35.8,38.4,13.7,12.2
Germany,:,:,:,:
Estonia,37.6,37.7,12.8,11.9
Ireland,43.1,27.8,11.8,17.3
Greece,61.7,28.6,6.2,3.5
Spain,51.3,32.1,9.5,7.1
France,48.9,26.8,11.2,13
Croatia,67.8,17.7,9.5,5
Italy,67.4,15.8,7.9,8.9
Cyprus,75.2,16.4,5.2,3.2
Latvia,65,17.6,9.9,7.5
Lithuania,61,25.5,8.2,5.2
Luxembourg,32.1,44.9,10.9,12.1
Hungary,56.6,27.5,9.4,6.5
Malta,64.7,22.4,7,5.9
Netherlands,40.3,33.2,16.4,10.1
Austria,45.1,32.6,11.8,10.5
Poland,57.7,22.9,9.5,9.9
Portugal,65.9,24.6,5.9,3.6
Romania,74.4,16.9,5.8,2.9
Slovenia,52.2,29.1,9.6,9.1
Slovakia,67.7,21.8,6,4.5
Finland,35.3,33.5,15.1,16.2
Sweden,34.3,33.7,15.6,16.3
Norway,36.8,34,14.8,14.5
Switzerland,24.2,35.9,18.9,21
Montenegro,69.2,17.7,7.6,5.5
Serbia,74.6,16.8,7,1.5
Türkiye,72.4,15.2,5.6,6.8
,,,,
Special value,,,,
:,not available,,,
