Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 20 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),40.2,31.8,13.4,14.6
Belgium,39.1,25.8,17.3,17.8
Bulgaria,55.9,24.9,11.9,7.3
Czechia,24.3,38.7,17.7,19.2
Denmark,26.7,36.9,16,20.4
Germany,:,:,:,:
Estonia,24.4,39.5,16.9,19.2
Ireland,27.6,31.4,11.7,29.3
Greece,45.7,40.7,8.5,5.1
Spain,34,44.5,11.6,9.8
France,34.7,32.1,15.4,17.8
Croatia,46.5,29.4,14.2,9.9
Italy,54.5,20.4,11.2,13.8
Cyprus,65.3,23.6,6.7,4.4
Latvia,46.3,23.4,16.4,13.9
Lithuania,45.5,31.6,13.9,9.1
Luxembourg,20.5,48.8,11.3,19.4
Hungary,42.3,35.6,11.7,10.4
Malta,39.1,38.3,11.8,10.7
Netherlands,31,28.9,18.8,21.2
Austria,25.7,37,17.8,19.5
Poland,38.5,28.3,15.3,17.9
Portugal,42.4,42.7,10.5,4.4
Romania,64.7,25.4,7.3,2.7
Slovenia,30.5,29.1,16.7,23.7
Slovakia,36.5,40.2,14.1,9.2
Finland,25,34.2,16.7,24
Sweden,26.9,35.2,14.8,23.1
Norway,24.3,35.4,17.3,23
Switzerland,16,35.2,19.3,29.5
Montenegro,60.5,21.6,10.7,7.3
Serbia,52.5,31.9,10.8,4.9
Türkiye,50.4,26.6,11.4,11.6
,,,,
Special value,,,,
:,not available,,,
