Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 25 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),:,:,:,:
Belgium,67.6,13.5,19,0
Bulgaria,97.3,1.9,0.8,0
Czechia,64.8,20.7,11.2,3.3
Denmark,:,:,:,:
Germany,:,:,:,:
Estonia,:,:,:,:
Ireland,:,:,:,:
Greece,:,:,:,:
Spain,62.7,28.7,5.6,3
France,53.6,31.1,8.7,6.6
Croatia,:,:,:,:
Italy,76.8,11.9,5.5,5.7
Cyprus,87.9,1.5,10.6,0
Latvia,:,:,:,:
Lithuania,:,:,:,:
Luxembourg,:,:,:,:
Hungary,81.3,8.2,8.2,2.4
Malta,61.1,32.7,6.2,0
Netherlands,:,:,:,:
Austria,:,:,:,:
Poland,78.2,10.9,8.6,2.3
Portugal,82.8,16.8,0.4,0
Romania,99.3,0,0,0.7
Slovenia,:,:,:,:
Slovakia,:,:,:,:
Finland,:,:,:,:
Sweden,:,:,:,:
Norway,:,:,:,:
Switzerland,:,:,:,:
Montenegro,:,:,:,:
Serbia,92,6,0,2
Türkiye,82.6,12.3,1.8,3.3
,,,,
Special value,,,,
:,not available,,,
