Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,65 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),56.9,23.1,9.1,10.8
Belgium,44.9,23.8,14.3,16.9
Bulgaria,75.1,14.5,5.4,4.9
Czechia,49.5,31.2,8.8,10.5
Denmark,38.5,33.4,13.4,14.7
Germany,:,:,:,:
Estonia,45,28.2,12.7,14
Ireland,34.9,27.3,11,26.8
Greece,66.6,24.5,5.7,3.2
Spain,44.5,34.7,9.3,11.4
France,48.4,24.4,10.4,16.8
Croatia,80.1,13.7,3.5,2.7
Italy,61.9,15.6,10.4,12.2
Cyprus,67,21.9,5.3,5.9
Latvia,64.9,14.4,9.3,11.3
Lithuania,67.3,21.2,6.4,5.1
Luxembourg,26,40.1,16.9,17.1
Hungary,60.6,26.1,6.5,6.8
Malta,40.7,27.6,9.7,22
Netherlands,38.9,24.2,20.6,16.4
Austria,51.3,29.5,9.3,9.9
Poland,68.1,16.5,7.2,8.2
Portugal,47.6,36.1,9.5,6.8
Romania,82.8,13.9,2.4,0.9
Slovenia,57,27.2,6.3,9.6
Slovakia,72.6,16.6,7.4,3.4
Finland,46.9,27.9,8.1,17.1
Sweden,38.7,27.7,16,17.6
Norway,40.3,33.1,13.4,13.3
Switzerland,35.5,32.8,14.5,17.2
Montenegro,79.9,15.6,1.6,3
Serbia,85.2,10.6,1.7,2.5
Türkiye,66.1,24.2,3.5,6.2
,,,,
Special value,,,,
:,not available,,,
