Data extracted on 09/09/2024 14:35:23 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Females,,
Age class,,From 45 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),38.3,29,14.3,18.4
Belgium,31.3,22.8,20.7,25.2
Bulgaria,54.6,23.5,13.2,8.7
Czechia,21,36.1,19.9,22.9
Denmark,20,32.2,18.5,29.3
Germany,:,:,:,:
Estonia,20,33.4,19.7,26.8
Ireland,21.8,25.7,14,38.5
Greece,46.1,38.5,10.2,5.1
Spain,36.4,39.2,12.4,12
France,29.8,28.4,16.4,25.4
Croatia,49.7,26.8,13.6,10
Italy,55.1,18.4,10.6,15.9
Cyprus,54.2,27.9,10.2,7.6
Latvia,38,24.1,20.1,17.9
Lithuania,36.5,30.7,17.9,14.9
Luxembourg,20.6,35,17.7,26.6
Hungary,39.3,33.2,13.9,13.5
Malta,50.3,30.1,8.7,11
Netherlands,23,27.6,23.7,25.7
Austria,25.9,33,17.2,23.9
Poland,33.9,26.9,16.3,22.9
Portugal,50.5,34.2,9.5,5.8
Romania,69.4,21.9,5.7,3
Slovenia,30.5,26,17,26.4
Slovakia,35.9,39,14.5,10.6
Finland,20.7,27.6,18.7,33
Sweden,22.6,29.9,18,29.5
Norway,21.5,26.7,20.9,30.8
Switzerland,15,27.3,18,39.8
Montenegro,65.7,20.5,7.9,5.9
Serbia,57.9,24.2,11.2,6.7
Türkiye,76.9,14.8,4.4,3.9
,,,,
Special value,,,,
:,not available,,,
