Data extracted on 09/09/2024 14:35:23 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Males,,
Age class,,From 30 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),56.3,25.5,9.5,8.7
Belgium,48.1,24.5,15.5,11.9
Bulgaria,72.8,15.6,6.1,5.5
Czechia,54.6,26.7,8.9,9.8
Denmark,35.6,36.6,13.6,14.2
Germany,:,:,:,:
Estonia,39.5,36.8,12.5,11.2
Ireland,43.4,28.7,12.9,15
Greece,64.2,27.5,5.5,2.9
Spain,53.8,31,8.7,6.5
France,49.6,27.7,10.1,12.6
Croatia,71.2,16.9,8,4
Italy,70.1,14.8,7.6,7.6
Cyprus,74.7,16.7,5.6,3
Latvia,67.2,16.1,9.1,7.6
Lithuania,61,25.5,7.8,5.6
Luxembourg,33.6,43,11,12.4
Hungary,58.8,27.1,8.1,6
Malta,63.9,23.3,7.1,5.7
Netherlands,37,34.9,18.2,9.8
Austria,44.3,32.5,12,11.3
Poland,59.1,22.8,8.9,9.3
Portugal,67.6,23.3,5.7,3.4
Romania,79.5,14.8,4,1.7
Slovenia,52.5,28.5,10.4,8.6
Slovakia,69.6,21.4,5.6,3.4
Finland,31.8,32.5,16.2,19.4
Sweden,31,34.3,16.4,18.3
Norway,38.1,31.6,15.5,14.9
Switzerland,23,36.5,19,21.5
Montenegro,77.5,14,4.3,4.3
Serbia,78.6,15,5.1,1.3
Türkiye,75.6,13.6,4.7,6.1
,,,,
Special value,,,,
:,not available,,,
