Data extracted on 09/09/2024 14:35:23 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Males,,
Age class,,From 45 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),57.6,23.5,9.3,9.7
Belgium,48.7,22.6,13.5,15.2
Bulgaria,73.7,15.5,5.9,4.9
Czechia,51,27.8,10.2,11
Denmark,39.3,35.2,13.5,12
Germany,:,:,:,:
Estonia,38.8,35.1,12.3,13.8
Ireland,41.6,26.8,12.3,19.3
Greece,65.2,25.2,6.4,3.2
Spain,53.4,29.1,9.7,7.9
France,50.7,23.9,11.2,14.3
Croatia,75.9,14.7,5.8,3.5
Italy,68.8,14.6,7.9,8.7
Cyprus,74.6,17.1,4.5,3.8
Latvia,65.7,15.6,9.1,9.7
Lithuania,69.1,19.6,6.4,5
Luxembourg,33.2,38.8,12.9,15.2
Hungary,58.9,26.5,8.2,6.5
Malta,65.8,20.6,7.9,5.7
Netherlands,42.2,31.1,15.8,10.9
Austria,47.2,30.5,10.7,11.7
Poland,63.6,20.7,7.1,8.6
Portugal,69.7,20.3,5.7,4.2
Romania,82.4,12,3.3,2.4
Slovenia,54.5,28.3,9.5,7.7
Slovakia,71.3,19.9,5.2,3.6
Finland,38.4,29.3,13.7,18.6
Sweden,36,30.9,15.2,17.8
Norway,39.8,30.7,13.1,16.4
Switzerland,26.9,33.5,16.7,22.9
Montenegro,77.2,14.4,4.5,4
Serbia,81.6,13.6,3.3,1.5
Türkiye,80.7,11.4,3.5,4.4
,,,,
Special value,,,,
:,not available,,,
