Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,From 25 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),:,:,:,:
Belgium,68.9,17,8.7,5.4
Bulgaria,98.2,0.9,0.4,0.6
Czechia,57.3,18.7,12.9,11.2
Denmark,37.2,33.8,15.7,13.3
Germany,:,:,:,:
Estonia,60.1,15.9,4.1,19.9
Ireland,:,:,:,:
Greece,89.3,8.7,2,0
Spain,70.1,24.2,2.9,2.7
France,65.6,25.3,4.8,4.3
Croatia,:,:,:,:
Italy,82.4,11.4,2.3,3.9
Cyprus,88.8,5.4,5.8,0
Latvia,100,0,0,0
Lithuania,81.5,9,9.5,0
Luxembourg,64.3,35.7,0,0
Hungary,82.6,9.2,6.8,1.3
Malta,82.6,15.4,2.1,0
Netherlands,42.2,27.9,2.5,27.3
Austria,35.4,55,0,9.6
Poland,85.3,5.9,7.8,1
Portugal,80.3,17.4,1.1,1.3
Romania,99.3,0.5,0,0.3
Slovenia,:,:,:,:
Slovakia,88.8,10.6,0,0.7
Finland,:,:,:,:
Sweden,41.8,38.7,11.3,8.2
Norway,26.6,47.2,9,17.2
Switzerland,31.2,41.6,21.3,5.9
Montenegro,100,0,0,0
Serbia,95.5,3.4,0,1.1
Türkiye,85.3,10.5,1.7,2.5
,,,,
Special value,,,,
:,not available,,,
