Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 25 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),41.7,31.4,12.8,14.2
Belgium,35.6,19.7,28.6,16.1
Bulgaria,42.6,27.7,18.3,11.5
Czechia,26.3,41.3,12.2,20.2
Denmark,37.4,37.9,9,15.7
Germany,:,:,:,:
Estonia,9.9,47.1,16.4,26.6
Ireland,44.4,15.7,10.1,29.8
Greece,37,43.8,11.7,7.6
Spain,35,47.7,9.5,7.7
France,40.6,35.1,11.9,12.4
Croatia,43,27.9,13.5,15.6
Italy,61,13.1,13.3,12.5
Cyprus,75.7,13,5.8,5.4
Latvia,42.9,19.1,17.4,20.6
Lithuania,41.8,30.8,19.9,7.5
Luxembourg,8.5,77.1,7.1,7.3
Hungary,42.2,34.6,12.1,11.1
Malta,46.3,34.3,14.8,4.6
Netherlands,30.3,32.8,10.2,26.7
Austria,33,31.6,14.5,20.9
Poland,28.3,28.9,22.7,20.2
Portugal,65.9,29.1,3.3,1.7
Romania,62.3,30.2,5,2.5
Slovenia,30.9,35.6,10.2,23.3
Slovakia,36.9,37.6,9.6,15.8
Finland,29.8,31,16.3,23
Sweden,30.9,45.2,10.9,12.9
Norway,26.7,46.4,4.5,22.4
Switzerland,15.1,39,20.4,25.5
Montenegro,54.1,28.5,10.5,6.8
Serbia,36.7,35.7,22.2,5.3
Türkiye,50.5,26.5,11.9,11.1
,,,,
Special value,,,,
:,not available,,,
