Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 20 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),66.4,21.6,6.1,5.9
Belgium,60.1,18.8,10.4,10.7
Bulgaria,93.9,4.1,1.3,0.6
Czechia,52.9,26.6,10.5,10
Denmark,42.3,31.6,11,15.1
Germany,:,:,:,:
Estonia,51.6,31.6,5.1,11.6
Ireland,51.5,21.1,6.3,21
Greece,69.3,24.4,4.2,2.1
Spain,58.5,31.4,5.9,4.2
France,55.3,29.4,7.6,7.7
Croatia,80.8,14.8,3.3,1.1
Italy,79.6,11.2,4.6,4.7
Cyprus,81.6,11.1,5.2,2.1
Latvia,75.7,13.8,6.9,3.5
Lithuania,62.5,19.5,11.2,6.8
Luxembourg,41.9,38.6,7.8,11.7
Hungary,80.4,12.9,4.8,1.9
Malta,64.8,25.5,4.5,5.2
Netherlands,45.2,23.6,14.7,16.5
Austria,57.1,29.5,8,5.3
Poland,63,17.9,7.2,11.9
Portugal,72.4,21.7,3.6,2.3
Romania,93.2,5.7,0.7,0.3
Slovenia,62.7,21.2,8.6,7.5
Slovakia,84.6,8.8,2.9,3.8
Finland,35.6,28,15,21.4
Sweden,40.5,31.1,12.6,15.8
Norway,35.7,27.7,10.6,26
Switzerland,32,39.1,18.1,10.8
Montenegro,90.3,8.1,0.6,1
Serbia,92.2,6.4,1,0.4
Türkiye,84.5,12.2,1.8,1.5
,,,,
Special value,,,,
:,not available,,,
