Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 16 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),36.5,31,17,15.5
Belgium,33.2,26.5,21,19.3
Bulgaria,70.5,17.7,8,3.9
Czechia,19.1,30.2,27.1,23.7
Denmark,21.8,47.9,16.2,14
Germany,:,:,:,:
Estonia,17.7,27.7,23.1,31.5
Ireland,24.5,26,11.2,38.2
Greece,40.2,41.1,9,9.7
Spain,35,40.7,15.2,9.1
France,24.9,33.7,20.2,21.2
Croatia,13,31.4,31.6,24
Italy,56.4,20.5,11.3,11.8
Cyprus,78.5,15.6,5.1,0.8
Latvia,25.9,28,27.7,18.3
Lithuania,18,31.5,36.2,14.3
Luxembourg,33.7,43.1,6.1,17
Hungary,45.1,29.3,16.8,8.8
Malta,62.2,27.9,3.3,6.7
Netherlands,43.8,22,15.5,18.7
Austria,24.5,42.7,17.2,15.5
Poland,12.3,22.5,32.3,32.9
Portugal,42.5,38.8,13.3,5.3
Romania,47.7,26.3,16.7,9.2
Slovenia,12.9,39.9,21.1,26.1
Slovakia,31.5,31.8,21.7,14.9
Finland,19.2,40.9,23.8,16.1
Sweden,27.3,42.8,14.9,14.9
Norway,24.6,46.4,14.1,14.9
Switzerland,13.5,33.6,25.3,27.6
Montenegro,29.7,38.5,13.6,18.3
Serbia,32.4,40.6,23.8,3.2
Türkiye,60.9,19,8.3,11.7
,,,,
Special value,,,,
:,not available,,,
