Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Males,,
Age class,,From 16 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),72.2,18,5.6,4.2
Belgium,66.4,18,9.4,6.2
Bulgaria,91,5.3,2.3,1.4
Czechia,52.2,27.1,11.1,9.6
Denmark,55.7,28.4,6.5,9.4
Germany,:,:,:,:
Estonia,51.5,27.9,11.8,8.8
Ireland,59,22,7.4,11.5
Greece,80.1,15.8,2.5,1.6
Spain,71.3,21.3,4.7,2.8
France,64.8,21.7,7,6.5
Croatia,73,13.2,10.5,3.3
Italy,82.4,10.8,3.7,3.1
Cyprus,91.1,7.9,0.3,0.6
Latvia,73.2,16.4,7.2,3.2
Lithuania,61.1,20,15.8,3.1
Luxembourg,61.5,29.3,5,4.1
Hungary,75.6,16.9,6,1.5
Malta,82.9,12.9,2.6,1.5
Netherlands,61.5,22.4,11.2,4.8
Austria,55,34,7.8,3.2
Poland,60.9,18,11.9,9.1
Portugal,83.2,14.1,2,0.8
Romania,81,11.9,5,2.1
Slovenia,66.7,20.7,8.1,4.6
Slovakia,69.7,21.4,4.2,4.7
Finland,48.9,32.9,11.4,6.8
Sweden,45,33.7,10.4,10.8
Norway,44.3,35.3,10.8,9.6
Switzerland,36.2,34.2,17,12.6
Montenegro,70.8,15.9,10.1,3.2
Serbia,81,11.3,7,0.8
Türkiye,86.7,9.2,2.3,1.8
,,,,
Special value,,,,
:,not available,,,
