Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 16 to 44 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),50.1,28.6,11.1,10.2
Belgium,49.2,24.6,14.1,12.1
Bulgaria,59.2,21.9,11.4,7.5
Czechia,45.3,30.8,12,12
Denmark,34.6,38.7,14.9,11.8
Germany,:,:,:,:
Estonia,32.6,41.3,12.8,13.4
Ireland,44.9,28.4,9.3,17.4
Greece,52.6,35,7.5,4.8
Spain,40.3,41.7,10.3,7.7
France,45.4,29.1,12.8,12.7
Croatia,57.9,22.1,12.1,7.9
Italy,63.1,17.8,9,10.1
Cyprus,77.1,16.1,3.8,3
Latvia,57.9,20.4,12.3,9.4
Lithuania,54.7,28.9,10.8,5.6
Luxembourg,30.8,50.7,8.1,10.3
Hungary,52.1,29.7,10.2,8
Malta,52.4,31.1,8.2,8.3
Netherlands,42.7,29.6,15.2,12.5
Austria,41.8,32.7,13.8,11.7
Poland,52.4,23.7,11.4,12.4
Portugal,54.1,34.5,8.2,3.2
Romania,64.8,23.2,8.7,3.3
Slovenia,45.3,28.4,12.4,13.9
Slovakia,58.9,26.4,8.8,5.9
Finland,32.3,35.6,16.4,15.7
Sweden,32.9,36.2,14.8,16.1
Norway,36.4,35.6,14,14
Switzerland,22.8,39.1,18.6,19.5
Montenegro,63.5,19.1,10.2,7.1
Serbia,62.9,25,9.3,2.9
Türkiye,57.5,22.8,9.3,10.5
,,,,
Special value,,,,
:,not available,,,
