Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 55 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),37.4,30.6,14,17.9
Belgium,37.5,23.6,14,24.9
Bulgaria,62.8,23.8,8.5,4.9
Czechia,23.3,37.1,17.7,21.9
Denmark,24.2,34.8,17.7,23.3
Germany,:,:,:,:
Estonia,30.9,33.1,15.4,20.6
Ireland,21.6,30.7,12,35.7
Greece,44.8,42.1,8.7,4.5
Spain,32.5,40.8,14.4,12.4
France,28.7,28.1,16.8,26.4
Croatia,50.7,30.7,10.7,8
Italy,46.9,23.6,12.4,17.1
Cyprus,53.4,30,10.5,6.1
Latvia,48.4,23.9,14.2,13.5
Lithuania,49,29,11.4,10.5
Luxembourg,19.2,34.7,18.5,27.6
Hungary,44.6,35.4,9.8,10.3
Malta,36.7,35.4,13.8,14
Netherlands,23.2,26.4,21.7,28.7
Austria,20.2,38.5,19.4,21.9
Poland,39.7,28.8,14.5,16.9
Portugal,35.2,43.2,13.9,7.6
Romania,72.7,21.3,3.9,2.1
Slovenia,35.5,24.9,14.6,24.9
Slovakia,35.3,43.7,12.6,8.5
Finland,28.2,26.8,17.8,27.1
Sweden,26.4,30.9,17.5,25.2
Norway,17.8,25.1,29.6,27.5
Switzerland,12.3,26.2,19.5,42.1
Montenegro,72.3,16.7,4.7,6.2
Serbia,57.8,26.5,9.6,6.1
Türkiye,60.7,25.7,6.7,7
,,,,
Special value,,,,
:,not available,,,
