Data extracted on 09/09/2024 14:35:29 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Tertiary education (levels 5-8),,
Sex,,Total,,
Age class,,75 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),24.9,27.2,18.1,29.7
Belgium,27.3,17,16.3,39.4
Bulgaria,43.9,21.7,15,19.4
Czechia,15.2,28.5,22.8,33.5
Denmark,12.5,31.6,18.1,37.8
Germany,:,:,:,:
Estonia,23.2,26.3,17.4,33.2
Ireland,12.6,25.7,16.2,45.6
Greece,38.4,36.8,14.9,10
Spain,27.1,33.9,16,22.9
France,12.9,23.3,17.5,46.2
Croatia,37.5,30.2,19.8,12.5
Italy,37.4,18.9,15.1,28.5
Cyprus,33.1,34.6,8.2,24.2
Latvia,30.7,23.7,18.3,27.3
Lithuania,36.9,26.6,15.8,20.6
Luxembourg,7.5,47.9,13.7,30.9
Hungary,24.2,29.7,23.8,22.3
Malta,18.6,33.5,11.6,36.4
Netherlands,18.7,24.9,27.4,28.9
Austria,23.1,34,19.9,23
Poland,20.2,19.3,20.2,40.4
Portugal,24.2,39.2,16.7,19.9
Romania,40.6,33.7,16.1,9.7
Slovenia,20.2,27.3,23.2,29.3
Slovakia,34.3,35.1,13.7,17
Finland,16,37.1,15.7,31.2
Sweden,13.4,24.3,23.1,39.2
Norway,13.9,27,21.4,37.7
Switzerland,12.4,29.3,17.9,40.4
Montenegro,47.9,25.2,18.4,8.6
Serbia,42.8,28.8,15.1,13.3
Türkiye,42.8,24.1,18.2,15
,,,,
Special value,,,,
:,not available,,,
