Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,16 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),60.5,23.5,8.1,7.9
Belgium,57,20.8,11.2,11.1
Bulgaria,73.5,16,5.9,4.6
Czechia,56.4,26.8,8.3,8.4
Denmark,40.4,35.6,13.2,10.8
Germany,:,:,:,:
Estonia,42,35.9,11.3,10.8
Ireland,52.7,24.7,8.9,13.7
Greece,64.1,27.2,5.5,3.2
Spain,48.2,35.8,8.9,7.1
France,56,24.1,8.8,11.1
Croatia,77.1,14.3,5.4,3.2
Italy,66,17.2,7.9,9
Cyprus,80.2,13.9,3.1,2.7
Latvia,70,14.6,8.2,7.2
Lithuania,72.3,19.3,4.4,4.1
Luxembourg,37.2,42.4,10,10.4
Hungary,63.1,24.9,6.6,5.5
Malta,59.7,24.4,6.8,9
Netherlands,48,27.8,14.6,9.6
Austria,53.9,29.3,8.9,7.8
Poland,68.4,18.7,6.5,6.4
Portugal,61.6,28.4,6.3,3.7
Romania,81.6,13.1,3.8,1.5
Slovenia,58.8,26.7,7.8,6.7
Slovakia,75.4,16.7,5,2.9
Finland,42.3,31.1,12.9,13.8
Sweden,38,30.7,15.2,16.2
Norway,44.6,30.4,12.8,12.2
Switzerland,32,36,15.2,16.8
Montenegro,77.3,14,4,4.7
Serbia,81.9,13,4,1.1
Türkiye,69.2,18.6,5.5,6.7
,,,,
Special value,,,,
:,not available,,,
