Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,65 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),46.3,25.6,12,16.1
Belgium,39.5,23.8,14.3,22.4
Bulgaria,66.8,19.3,8,5.9
Czechia,34.9,31.9,14.2,19.1
Denmark,29.9,32.9,15.5,21.6
Germany,:,:,:,:
Estonia,33.8,29.5,14.8,22
Ireland,25,29.6,13.9,31.6
Greece,58.9,30,6.9,4.2
Spain,36.6,35.9,12.7,14.8
France,36.6,25.3,13.4,24.7
Croatia,65.9,20.7,7.5,6
Italy,55.6,18.3,10.9,15.2
Cyprus,56.7,26.6,9.7,7.1
Latvia,52.3,17.7,13.4,16.7
Lithuania,55.9,26.6,9.8,7.8
Luxembourg,20.5,36.6,17.3,25.6
Hungary,48,29,11.5,11.5
Malta,38,30.5,9.7,21.9
Netherlands,28.8,24.5,23.3,23.4
Austria,38.4,31.5,14.3,15.7
Poland,52.6,21,10.9,15.5
Portugal,42.5,39.2,10.2,8.1
Romania,77.4,17.5,3.7,1.4
Slovenia,45.2,28,10.2,16.5
Slovakia,56,27.4,10.4,6.2
Finland,37.8,27.6,12,22.6
Sweden,31.7,23.4,18.4,26.5
Norway,28.3,27,15.8,29
Switzerland,23.1,28.5,17.3,31.1
Montenegro,77.2,15.8,3.4,3.6
Serbia,71.6,18.9,4.7,4.9
Türkiye,62.9,22.8,4.7,9.6
,,,,
Special value,,,,
:,not available,,,
