Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Males,,
Age class,,From 30 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),80.8,13.2,3.3,2.6
Belgium,73,15.7,8.3,3
Bulgaria,96.9,2,0.2,0.8
Czechia,79.4,14.6,0,6
Denmark,63.2,21.7,8.1,7
Germany,:,:,:,:
Estonia,59.9,26,8.3,5.8
Ireland,73.3,17.1,5,4.7
Greece,83.4,13.3,2.3,1
Spain,76.9,18.1,3.1,1.9
France,74.5,17.9,3.3,4.4
Croatia,96.4,2,1.6,0
Italy,87.1,7.7,3.1,2.1
Cyprus,93.7,5.9,0,0.4
Latvia,88.4,4,2.8,4.8
Lithuania,89.9,7.4,2.1,0.6
Luxembourg,75.4,17.2,4.9,2.5
Hungary,89.6,9.1,0.5,0.7
Malta,83.3,12.7,2.6,1.4
Netherlands,62.5,20,11.4,6.1
Austria,68.8,22.9,4.1,4.2
Poland,89.1,8.3,0.3,2.3
Portugal,87.3,10.9,1.2,0.7
Romania,96.1,3.9,0,0
Slovenia,75.5,13,9.4,2.1
Slovakia,96.7,3.2,0.1,0
Finland,50.6,28.3,12.5,8.6
Sweden,44.7,29,12.8,13.5
Norway,54.1,29.5,7.8,8.6
Switzerland,42.3,29.6,15.3,12.8
Montenegro,96.5,2.5,0.3,0.8
Serbia,97.2,1.8,0.1,0.8
Türkiye,91.5,6.6,1,0.9
,,,,
Special value,,,,
:,not available,,,
