Data extracted on 09/09/2024 14:35:22 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Total,,
Age class,,From 20 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),45.9,28.3,12.4,13.4
Belgium,39.2,25.2,17.8,17.8
Bulgaria,61.5,19.8,10.9,7.8
Czechia,37.1,32.1,14.8,16
Denmark,28.1,37.1,16.8,18
Germany,:,:,:,:
Estonia,28.6,37.7,16,17.7
Ireland,33,28.4,12.6,26
Greece,52.7,33.9,8.7,4.7
Spain,43.4,36.6,11,9
France,38.7,29,14.2,18.1
Croatia,56.2,22.8,12.4,8.7
Italy,62,16.5,9.4,12.1
Cyprus,66.5,21.8,7.2,4.5
Latvia,50.5,21.5,15.1,12.9
Lithuania,47.4,29.8,12.8,10.1
Luxembourg,26,44.6,13.1,16.4
Hungary,48.1,30.6,11.8,9.5
Malta,55.5,28.1,8.2,8.1
Netherlands,32,32,19.8,16.2
Austria,35.5,33,15.1,16.4
Poland,43.6,25.3,13.8,17.2
Portugal,55.3,31.2,8.1,5.3
Romania,69.7,20.8,6.4,3.1
Slovenia,39.9,29.6,13.5,16.9
Slovakia,52,29.7,10.8,7.6
Finland,27.4,32.3,17.4,22.9
Sweden,28.8,33.7,17.1,20.4
Norway,29.4,32.7,17.4,20.5
Switzerland,18.8,34.1,19.6,27.4
Montenegro,64.5,19.4,9.7,6.4
Serbia,63.3,22.6,9.7,4.4
Türkiye,69.2,16.5,6.5,7.8
,,,,
Special value,,,,
:,not available,,,
