Data extracted on 09/09/2024 14:35:22 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Males,,
Age class,,From 25 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),52.7,28.1,10.7,8.5
Belgium,50.8,26.9,11,11.3
Bulgaria,64.6,15.7,12.2,7.4
Czechia,47.3,31.2,9.9,11.6
Denmark,26.1,50,17.4,6.5
Germany,:,:,:,:
Estonia,31.8,42.5,14.9,10.8
Ireland,46.4,28.8,10,14.8
Greece,54.2,34.4,7.2,4.2
Spain,47.7,36.2,9.3,6.8
France,50.3,26.7,12.9,10.1
Croatia,63.5,21.9,10.4,4.2
Italy,64.8,14.4,9.7,11
Cyprus,72.9,16,5.5,5.5
Latvia,63.1,23.5,9.5,3.9
Lithuania,61.7,29.3,4.4,4.6
Luxembourg,27.2,56.6,8.5,7.7
Hungary,58.4,28.6,8.1,4.9
Malta,66,22.3,6.7,5
Netherlands,43,34.7,16.9,5.5
Austria,40,39,14.2,6.8
Poland,56.2,24.9,9.2,9.7
Portugal,57.2,35,4.8,3
Romania,73.9,17.8,5.1,3.2
Slovenia,46,33.4,9.6,11
Slovakia,67.6,20.1,6.1,6.2
Finland,36.1,34.9,17.4,11.6
Sweden,34.2,36.3,17.8,11.6
Norway,26,39.7,17.1,17.1
Switzerland,17.6,38.8,20.4,23.3
Montenegro,62.3,20,8.6,9
Serbia,68.8,16.8,12.3,2.1
Türkiye,66.2,17.1,7.6,9.2
,,,,
Special value,,,,
:,not available,,,
