Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Males,,
Age class,,From 16 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),52.7,27.7,10.7,8.9
Belgium,55.8,23.4,10.5,10.3
Bulgaria,53.4,23.7,14.9,8
Czechia,50.8,27,10.8,11.5
Denmark,34.7,39.2,17.5,8.5
Germany,:,:,:,:
Estonia,28.5,48.2,12.5,10.8
Ireland,58.3,19.1,7.6,15.1
Greece,53.3,35.6,6.1,5
Spain,40.9,41,10.7,7.4
France,51.2,25.4,11.6,11.8
Croatia,60.6,18.4,13,8.1
Italy,61.1,19.8,8.7,10.4
Cyprus,80.7,12.9,3.7,2.7
Latvia,58.2,22.6,13.3,5.8
Lithuania,60.4,27,7.9,4.7
Luxembourg,37.8,42.8,8.9,10.5
Hungary,55.2,25.8,10.5,8.5
Malta,63.4,23.2,6.2,7.1
Netherlands,48.7,32.2,10.2,9
Austria,53,29.2,11.7,6.2
Poland,56.6,24,10.2,9.2
Portugal,59.5,29.3,8.8,2.3
Romania,57.5,24.7,11.9,5.9
Slovenia,52.4,29.7,7.6,10.3
Slovakia,70.1,17.9,6.7,5.3
Finland,37.7,37.2,17.8,7.3
Sweden,36.4,34.9,17.4,11.3
Norway,38.6,35.4,15.8,10.1
Switzerland,24.5,37,19.3,19.2
Montenegro,61.2,20.8,9.7,8.3
Serbia,65.8,22.7,10.6,0.9
Türkiye,59.8,21.8,8.8,9.6
,,,,
Special value,,,,
:,not available,,,
